Brand,Phone Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 32GB (Gold),,
Apple,Apple IPhone 5s,"₦ 83,000",,,Apple IPhone 5s 4.0-Inch 32GB ROM+1GB RAM (Refurbished) 8MP+1.2MP-Blcak,,
Apple,Apple IPhone 7,"₦ 156,500","₦ 319,400",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Gold,,
Apple,Apple IPhone 8,"₦ 211,700","₦ 264,000",20%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB, 64GB ROM) IOS 11, 12MP 4G Smartphone - Grey",2,3
Apple,Apple IPhone 7,"₦ 540,000",,,Apple IPhone 7 32GB Smartphone - Black (+ 1 Year Warranty),,
Apple,Apple IPhone 5S,"₦ 45,649","₦ 167,765",73%,Apple IPhone 5S 16GB Gold 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),,
Apple,Apple Refurbished Apple,"₦ 73,800","₦ 150,700",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 16GB-Grey,,
Apple,Apple  iPhone 6 4.7-Inch ,"₦ 79,999",,,"Apple  iPhone 6 4.7-Inch  Fingerprint HD (2GB, 16GB ROM) IOS 1.2 8MP+ 7MP Smartphone – grey",,3.8
Apple,Apple IPhone 11,"₦ 365,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Dual Sim - Yellow",,
Apple,Apple IPhone 6S,"₦ 133,600","₦ 190,857",30%,Apple IPhone 6S Plus 128GB Smartphone With Finger Sensor 4G LTE - Silver,,
Apple,Apple Brand IPhone,"₦ 115,160","₦ 166,757",31%,Apple Brand IPhone 6 Plus 128GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Grey),1,3
Apple,Apple IPhone 6S,"₦ 133,600","₦ 190,857",30%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Rose Gold,,
Apple,Apple IPhone 6S,"₦ 88,600","₦ 180,900",51%,Apple IPhone 6S Plus Refurbished Smartphone 16GB (Gift)- Silver,,
Apple,Apple IPhone 6,"₦ 100,660","₦ 151,714",34%,Apple IPhone 6 Plus - 128GB - 5.5 Inch IOS 8.0 - With Finger Sensor 4G LTE - Apple Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 151,800","₦ 216,857",30%,"Apple IPhone 7 4.7-Inch HD (2GB, 256GB ROM) IOS 10 12MP + 7MP Smartphone - Silver",,
Apple,Apple IPhone 6S,"₦ 104,500","₦ 131,000",20%,Apple IPhone 6S Plus - 5.5'' - 64GB ROM - 2GB RAM - 12MP + 5MP - Fingerprint Smartphone - Silver,,
Apple,Apple IPhone 6Plus,"₦ 79,990","₦ 199,976",60%,"Apple IPhone 6Plus 5.5-Inch Fingerprint Sensor HD (1GB, 64GB ROM) IOS 1.2 8MP+7MP Smartphone–Silver",,
Apple,Apple IPhone 6S,"₦ 116,960","₦ 176,429",34%,Apple IPhone 6S Plus Mobile Phone - 64GB - 5.5 Inch IOS 9.0 - 12MP - Smartphone - Grey,,
Apple,Apple Iphone 6,"₦ 120,000",,,"Apple Iphone 6 Plus 64gb Silver (5.5 Inch) & 15000 MAH Power Bank,",,
Apple,Apple IPhone 6,"₦ 73,700","₦ 92,125",20%,Apple IPhone 6 - 4.7 Inch - 128GB ROM + 1GB RAM - Refurbished Smartphone - Grey,,
Apple,Apple Iphone 6,"₦ 69,940","₦ 310,060",77%,Apple Iphone 6 Plus Refurbished 5.5 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone – Silver,,
Apple,Apple IPhone 7Plus-5.5,"₦ 209,900","₦ 410,000",49%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Gold,,
Apple,Apple IPhone 7,"₦ 202,944",,,Apple IPhone 7 Plus 32GB (Refurbished) - Golden 5.5 Inch Sreen,1,2
Apple,Apple IPhone 6,"₦ 73,110","₦ 232,708",69%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone– Grey,,
Apple,Apple IPhone 6S,"₦ 116,960","₦ 176,429",34%,Apple IPhone 6S Plus - 64GB - 5.5 Inch - IOS 9.0 - Apple Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 107,100","₦ 133,875",20%,Apple IPhone 7 - 4.7 Inch - 32GB ROM - 2GB RAM - Refurbished Smartphone - Silver,,
Apple,Apple IPhone 6,"₦ 66,200","₦ 135,200",51%,Apple IPhone 6 Refurbished Smartphone 4.7inch 64GB (Gift)-Gold,,
Apple,Apple IPhone 11,"₦ 580,000",,,"Apple IPhone 11 Pro Max, 6.5 Inch 256GB ROM 4G LTE Single SIM  - Space Gray",,
Apple,Apple IPhone XS,"₦ 329,999","₦ 570,000",42%,"Apple IPhone XS Max (4GB RAM, 64GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  1 Year Warranty - Gold",,
Apple,Apple IPhone 7,"₦ 164,520","₦ 214,614",23%,Apple IPhone 7 256GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone(Black),,
Apple,Apple IPhone 7-4.7,"₦ 152,900","₦ 400,000",62%,Apple IPhone 7-4.7 Inch Smartphone  2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Jet Black,,
Apple,Apple IPhone 6,"₦ 86,280","₦ 130,000",34%,Apple IPhone 6 Plus Mobile Phone - 16GB - 5.5 Inch IOS 8.0 - Apple Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 126,500","₦ 180,714",30%,"Apple IPhone 7 4.7-Inch HD (2GB, 32GB ROM) IOS 10 12MP + 7MP SmartphoneWith Finger Sensor - Rose Gold",,
Apple,Apple IPhone 6SPlus,"₦ 88,600","₦ 180,900",51%,Apple IPhone 6SPlus Refurbished 5.5Inch Smartphone 16GB(Gift)-Gold,,
Apple,"Apple IPhone X-64GB+3GB,5.8""","₦ 305,000",,,"Apple IPhone X-64GB+3GB,5.8"" (12MP+7MP)- Single Sim- 4G LTE, Space Grey",,
Apple,Apple IPhone 6S,"₦ 86,280","₦ 130,000",34%,Apple IPhone 6S Mobile Phone - 16GB - 4.7 Inch IOS 9.0 - 8MP - Smartphone - Gold,,
Apple,Apple IPhone 7,"₦ 201,320","₦ 303,571",34%,Apple IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Rose Gold,,
Apple,Apple IPhone 6sP,"₦ 87,350","₦ 293,000",70%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Silver,,
Apple,Apple IPhone 6S,"₦ 144,780","₦ 205,414",30%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Rose Gold,,
Apple,Apple IPhone 6S,"₦ 96,830","₦ 146,000",34%,Apple IPhone 6S Mobile Phone - 64GB - 4.7 Inch IOS 9.0 - Apple Smartphone - Rose Gold,2,5
Apple,Apple IPhone 7Plus-5.5,"₦ 209,900","₦ 410,000",49%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Red,,
Apple,Apple IPhone 7Plus-5.5,"₦ 209,900","₦ 410,000",49%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 32GB (Rose Gold),,
Apple,Apple IPhone 6,"₦ 76,277","₦ 232,708",67%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Silver,2,5
Apple,Apple IPhone 6,"₦ 63,500","₦ 79,375",20%,Apple IPhone 6 - 4.7 Inch - 16GB ROM + 1GB RAM - Refurbished Smartphone - Grey,,
Apple,Apple Watch Series,"₦ 250,000",,,Apple Watch Series 5 (GPS) 40mm With White Sport Band - Silver Aluminum,,
Apple,Apple IPhone 7,"₦ 107,100","₦ 133,875",20%,Apple IPhone 7 - 4.7 Inch - 32GB ROM - 2GB RAM - Refurbished Smartphone - Rose Gold,,
Apple,Apple IPhone 6,"₦ 73,109","₦ 232,708",69%,Apple IPhone 6 4.7 Inch 1GB + 16 GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Gold,,
Apple,Apple Iphone 6,"₦ 69,940","₦ 310,060",77%,Apple Iphone 6 Plus Refurbished 5.5 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone ( Free Gift) – Silver,,
Apple,Apple IPhone 6S,"₦ 85,500","₦ 174,500",51%,Apple IPhone 6S Refurbished Smartphone 128GB (Gift)-Sliver,,
Apple,Apple IPhone 6S,"₦ 126,550","₦ 190,857",34%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 5,"₦ 31,450","₦ 157,752",80%,"Apple IPhone 5 - IOS 16GB 4.0"" Inch Screen 4G LTE Smartphone",,
Apple,Apple IPhone XS,"₦ 329,999","₦ 570,000",42%,"Apple IPhone XS Max (4GB RAM, 64GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  1 Year Warranty - Space Gray",,
Apple,Apple IPhone 5S-16G+1G,"₦ 36,000","₦ 78,990",54%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Gold,,
Apple,Apple IPhone 7,"₦ 174,900","₦ 210,000",17%,Apple IPhone 7 Plus - 5.5'' - 128GB ROM + 3GB RAM - Refurbished Smartphone - Gold,,
Apple,Apple IPhone SE,"₦ 47,200","₦ 96,400",51%,Apple IPhone SE Refurbished Smartphone 4inch 2+16GB (Gift)- Silver,,
Apple,Apple Refurbished IPhone,"₦ 70,100","₦ 143,100",51%,"Apple Refurbished IPhone 6 Smartphone 128GB 4.7"" (Gift)-Silver",,
Apple,Apple IPhone 7,"₦ 126,500","₦ 180,714",30%,"Apple IPhone 7 4.7-Inch HD (2GB, 32GB ROM) IOS 10 12MP + 7MP Smartphone With Finger Sensor 4G LTE - Gold",,
Apple,Apple IPhone 7,"₦ 136,800","₦ 279,200",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Gold,,
Apple,Apple IPhone 6S,"₦ 115,200","₦ 235,200",51%,Apple IPhone 6S Plus Refurbished Smartphone 128GB (Gift)- Grey,,
Apple,Apple IPhone 7,"₦ 136,800","₦ 279,200",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Silver,,
Apple,Apple IPhone 11,"₦ 524,000","₦ 555,000",6%,"Apple IPhone 11 Pro Max 6.5-Inch (4GB RAM, 64GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Silver",,
Apple,Apple IPhone 6,"₦ 96,830","₦ 146,000",34%,Apple IPhone 6 Plus  - Mobile Phone - 64GB - 5.5 Inch - IOS 8.0 - Smartphone - Grey,,
Apple,Apple Refurbished Apple,"₦ 83,600","₦ 170,700",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 64GB-Grey,,
Apple,Apple IPhone 8,"₦ 199,900","₦ 219,700",9%,"Apple IPhone 8 Plus 5.5 Inch 256GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Gold",,
Apple,Apple IPhone SE,"₦ 55,100","₦ 112,500",51%,Apple IPhone SE Refurbished Smartphone 4inch 2+32GB (Gift)- Space Gray,,
Apple,Apple IPhone 5S,"₦ 51,164","₦ 152,631",66%,Apple IPhone 5S 32GB Black 4G LTE Without Fingerprint (Refurbishment) 4-inch Screen (Gift：accessories) (Refurbiished),,
Apple,Apple IPhone 8,"₦ 270,000",,,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone - Red",,
Apple,Apple IPhone 7,"₦ 144,700","₦ 206,714",30%,Apple IPhone 7 Mobile Phone - 128GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Silver,,
Apple,"Apple IPhone 4,","₦ 26,990",,,"Apple IPhone 4, 16GB - White (Refurbished)，3.5 Inch Screen",20,3.6
Apple,Apple IPhone 6s,"₦ 89,000","₦ 189,000",53%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Rose Gold,,
Apple,Apple IPhone 6S,"₦ 118,450","₦ 166,757",29%,Apple IPhone 6S Plus Mobile Phone 16GB 5.5 Inch IOS 9.0 Smartphone(Grey),,
Apple,Apple IPhone 7,"₦ 156,500","₦ 319,400",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Pink,,
Apple,Apple IPhone 11,"₦ 520,000","₦ 555,000",6%,"Apple IPhone 11 Pro Max 6.5-Inch, (4GB RAM, 64GB ROM )SINGLE -SIM,iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Space Grey",,
Apple,Apple IPhone 6,"₦ 86,280","₦ 130,000",34%,Apple IPhone 6 Plus Mobile Phone 16GB 5.5 Inch IOS 8.0 Smartphone - Gold,,
Apple,Apple IPhone 7,"₦ 202,944",,,Apple IPhone 7 Plus 32GB - Red 5.5 Inch Screen (Refurbished)- Red,3,4
Apple,Apple IPhone 7-4.7,"₦ 127,900","₦ 400,000",68%,Apple IPhone 7-4.7 Inch Smartphone  2GB+32GB 12MP Finger Sensor 4G LTE (gift) HD-Jet Black,,
Apple,Apple IPhone 7,"₦ 206,500","₦ 295,000",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 128GB (Black),,
Apple,Apple IPhone 8,"₦ 250,000","₦ 357,143",30%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5 Inch HD IOS 11.0 12MP 4G Smartphone - Gold",,
Apple,Apple IPhone 7,"₦ 156,840","₦ 201,629",22%,Apple IPhone 7 128GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone (Black),,
Apple,Apple IPhone 6,"₦ 77,100","₦ 96,500",20%,"Apple IPhone 6 Plus - 5.5"" - 16GB ROM + 1GB ROM - 8.0MP + 1.2MP - Fingerprint Smartphone - Silver",,
Apple,Apple IPhone 7,"₦ 179,900","₦ 224,900",20%,Apple IPhone 7 Plus - 5.5'' - 256GB ROM + 3GB RAM - Refurbished Smartphone - Gold,,
Apple,Apple Refurbished Apple,"₦ 73,800","₦ 150,700",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 16GB-Silver,,
Apple,Apple IPhone 6,"₦ 67,500","₦ 120,000",44%,Apple IPhone 6 - 128GB+1GB -8 MP- 4.7 Inch+4G Network  Refurbished Smart Phones,1,5
Apple,Apple IPhone 6S,"₦ 107,300","₦ 153,286",30%,Apple IPhone 6S Mobile Phone - 128GB - 4.7 Inch IOS 9.0 - 8MP - Apple Smartphone - Rose Gold,,
Apple,Apple IPhone 6,"₦ 73,109","₦ 232,708",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 16 GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) - Grey,4,3.5
Apple,Apple IPhone 6S,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6S 16GB Smartphone With Finger Sensor 4G LTE - Grey,,
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 7,"₦ 156,500","₦ 319,400",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Silver,,
Apple,Apple IPhone 7,"₦ 230,330","₦ 321,743",28%,Apple IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Jet Black,,
Apple,Apple Refurbished Apple,"₦ 91,500","₦ 186,800",51%,Apple Refurbished Apple IPhone 6 Plus Smartphone 5.5inch 128GB-Grey,1,5
Apple,Apple IPhone 6S,"₦ 144,780","₦ 205,543",30%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 7,"₦ 206,500","₦ 295,000",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 128GB (Red),,
Apple,Apple IPhone 8,"₦ 177,100","₦ 253,000",30%,Apple IPhone 8 Mobile Phone - 64GB - 4.7 Inch IOS 11.0 - 12MP Camera - Smartphone - Gold,,
Apple,Apple IPhone 6S,"₦ 126,550","₦ 190,857",34%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Rose Gold,,
Apple,Apple IPhone 7,"₦ 144,700","₦ 206,714",30%,Apple IPhone 7 Mobile Phone - 128GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Gold,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 157,752",80%,Apple Iphone 5 Refurbished GOLD 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 6S,"₦ 144,780","₦ 205,543",30%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Silver,,
Apple,Apple IPhone 8,"₦ 202,400","₦ 289,143",30%,"Apple IPhone 8 Mobile Phone (256GB ROM, 2GB RAM) 4.7Inch HD IOS 11.0 12MP Smartphone - Gray",,
Apple,Apple IPhone 7,"₦ 156,500","₦ 319,400",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Gold,,
Apple,Apple IPhone 6,"₦ 86,280","₦ 130,000",34%,Apple IPhone 6 Plus Mobile Phone - 16GB - 5.5 Inch IOS 8.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone 7Plus-5.5,"₦ 197,890","₦ 410,000",52%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Gold,,
Apple,Apple IPhone 6S,"₦ 96,830","₦ 146,000",34%,Apple IPhone 6S Mobile Phone - 64GB - 4.7 Inch IOS 9.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 7,"₦ 156,500","₦ 319,400",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Pink,,
Apple,Apple IPhone 6S,"₦ 88,600","₦ 180,900",51%,Apple IPhone 6S Plus Refurbished Smartphone 16GB (Gift)-Grey,1,2
Apple,Apple IPhone 6S,"₦ 103,300","₦ 210,900",51%,Apple IPhone 6S Plus Refurbished Smartphone 64GB (Gift)-Grey,2,5
Apple,Apple IPhone 5S,"₦ 38,000","₦ 42,000",10%,Apple IPhone 5S Apple 5S Used Mobile Phone 4.0 Inch Smart Phone Senior Students And Spare Memory 16G,,
Apple,Apple IPhone 5,"₦ 20,400","₦ 45,999",56%,Apple IPhone 5  1GB RAM+16GB ROM 4.0 Inch 8MP+1.2MP,,
Apple,Apple IPhone 7,"₦ 174,900","₦ 210,000",17%,Apple IPhone 7 Plus - 5.5'' - 128GB ROM + 3GB RAM - Refurbished Smartphone - Silver,,
Apple,Apple IPhone 11,"₦ 525,000","₦ 560,000",6%,"Apple IPhone 11 Pro Max 6.5-Inch, (4GB RAM, 64GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Midnight Green",,
Apple,Apple IPhone 6s,"₦ 67,200","₦ 137,200",51%,Apple IPhone 6s Refurbished Smartphone 4.7inch 16GB (Gift)- Silver,,
Apple,Apple IPhone 11,"₦ 350,999",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) SINGLE -SIM IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Green",,
Apple,Apple IPhone 7,"₦ 137,090","₦ 206,714",34%,Apple IPhone 7 Mobile Phone - 128GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Gold,,
Apple,Apple IPhone 7-4.7,"₦ 152,900","₦ 400,000",62%,Apple IPhone 7-4.7 Inch Smartphone  2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Jet Black,,
Apple,Apple IPhone 7,"₦ 195,570","₦ 295,000",34%,Apple IPhone 7 Plus Mobile Phone - 128GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Silver,,
Apple,Apple Refurbished IPhone,"₦ 29,300","₦ 59,800",51%,Apple Refurbished IPhone 5C 16GB ROM 1GB RAM Mobile Phone -White,,
Apple,Apple IPhone 7,"₦ 230,330","₦ 321,743",28%,Apple IPhone 7 Plus - 5.5'' - 256GB ROM + 3GB RAM - Refurbished Smartphone - Red,,
Apple,Apple IPhone 7,"₦ 137,100","₦ 175,829",22%,Apple IPhone 7 Mobile Phone - 32GB - 3D Touch IPS Technology - 4.7 Inch IOS 10  - Gold,,
Apple,Apple IPhone 7-4.7,"₦ 116,900","₦ 400,000",71%,Apple IPhone 7-4.7 Inch Smartphone 2GB+128GB 12MP Finger Sensor 4G LTE (gift) HD-Silver,,
Apple,Apple IPhone 6sP,"₦ 87,350","₦ 293,000",70%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 7,"₦ 199,620","₦ 270,157",26%,Apple IPhone 7 Plus 32GB 5.5 Inch IOS 10 12MP Camera Smartphone(Silver),,
Apple,Apple IPhone 6,"₦ 102,200","₦ 146,000",30%,Apple IPhone 6 Plus 64GB Smartphone With Finger Sensor 4G LTE - Gold,1,5
Apple,Apple Refurbished IPhone,"₦ 31,400","₦ 64,100",51%,Apple Refurbished IPhone 5C 32GB ROM 1GB RAM Mobile Phone -Green,,
Apple,Apple IPhone 8,"₦ 144,990 - ₦ 164,990","₦ 249,999 - ₦ 319,990",48%,"Apple IPhone 8 - 4.7"" Smartphone RAM 2G + ROM 64G - 12MP - Single SIM ",,
Apple,Apple IPhone 7,"₦ 156,500","₦ 319,400",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 128GB-Black,,
Apple,Apple Iphone 6s,"₦ 200,000",,,Apple Iphone 6s Plus 16gb - Gold,,
Apple,Apple IPhone 8,"₦ 250,000","₦ 357,143",30%,"Apple IPhone 8 Plus (64GB ROM, 3GB RAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Silver",,
Apple,Apple Refurbished IPhone,"₦ 70,100","₦ 143,100",51%,"Apple Refurbished IPhone 6 Smartphone 128GB 4.7"" (Gift)-Silver",,
Apple,Apple IPhone 7,"₦ 212,500","₦ 303,571",30%,Apple IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Silver,,
Apple,Apple IPhone 7Plus-5.5,"₦ 209,900","₦ 410,000",49%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Black,,
Apple,Apple IPhone 5S-16G+1G,"₦ 36,000","₦ 78,990",54%,Apple IPhone 5S-16G+1G - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Silver,,
Apple,Apple IPhone 7,"₦ 206,500","₦ 295,000",30%,Apple IPhone 7 Plus Mobile Phone - 128GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Rose Gold,,
Apple,Apple 6 4.7,"₦ 73,110","₦ 232,708",69%,Apple 6 4.7 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Gift) – Silver,,
Apple,Apple Refurbished IPhone,"₦ 70,100","₦ 143,100",51%,"Apple Refurbished IPhone 6 Smartphone 128GB 4.7"" (Gift) - Grey",,
Apple,Apple IPhone 6,"₦ 81,792","₦ 260,232",69%,Apple IPhone 6 Refurbished 4.7 Inch 1GB + 64GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Silver,,
Apple,Apple IPhone 5,"₦ 31,450","₦ 157,752",80%,"Apple IPhone 5 - IOS 16GB 4.0"" Inch Screen 4G LTE Smartphone",,
Apple,Apple IPhone 6S,"₦ 84,400","₦ 172,300",51%,Apple IPhone 6S Refurbished Smartphone 128GB (Gift)-Grey,3,4
Apple,Apple Refurbished IPhone,"₦ 112,850","₦ 180,000",37%,"Apple Refurbished IPhone 7 4.7-Inch HD (2GB, 128GB ROM) IOS 12 12MP + 7MP 99%New Smartphone - Black",,
Apple,Apple IPhone 6S,"₦ 133,600","₦ 190,857",30%,Apple IPhone 6S Plus 128GB Smartphone With Finger Sensor 4G LTE - Rose Gold,,
Apple,Apple IPhone 8,"₦ 177,100","₦ 253,000",30%,Apple IPhone 8 Mobile Phone - 64GB - 4.7 Inch IOS 11.0 - 12MP Camera - Smartphone - Gray,,
Apple,Apple Refurbished IPhone,"₦ 31,400","₦ 64,100",51%,Apple Refurbished IPhone 5C 32GB ROM 1GB RAM Mobile Phone -Yellow,,
Apple,Apple IPhone 6,"₦ 89,655","₦ 310,060",71%,"Apple IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Gold",,
Apple,Apple Iphone 5,"₦ 45,649","₦ 109,540",58%,Apple Iphone 5 Refurbished White 16gb Smart Phone Mobile Phone 4-inch Screen,,
Apple,Apple IPhone 6,"₦ 63,500","₦ 79,375",20%,Apple IPhone 6 - 4.7 Inch - 16GB ROM + 1GB RAM - Refurbished Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 156,840","₦ 207,971",25%,Apple IPhone 7 128GB 4.7 Inch Quad Core IOS 10 12MP Camera Smartphone (Red),,
Apple,Apple IPhone 6S,"₦ 123,500","₦ 176,429",30%,Apple IPhone 6S Plus - 64GB - 5.5 Inch - IOS 9.0 - Apple Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 128,500","₦ 160,600",20%,Apple IPhone 7 - 4.7'' - 256GB ROM + 2GB RAM - 12MP + 7MP Camera - Fingerprint Smartphone - Gold,,
Apple,Apple Iphone 5,"₦ 31,450","₦ 157,752",80%,Apple Iphone 5 Refurbished Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple iPhone 6,"₦ 71,000","₦ 106,857",34%,Apple iPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Smartphone - Silver,,
Apple,Apple IPhone X,"₦ 246,900","₦ 308,600",20%,Apple IPhone X - 5.8'' - 3GB RAM + 64GB ROM - (12MP + 12MP) + 7MP Smartphone - Black,,
Apple,Apple IPhone 8,"₦ 270,900","₦ 403,071",33%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone 5.5 Inch HD IOS 11.0 12MP 4G Smartphone(Gold)",,
Apple,Apple IPhone X,"₦ 246,900","₦ 308,600",20%,Apple IPhone X - 5.8'' - 3GB RAM + 64GB ROM - (12MP + 12MP) + 7MP Smartphone - Silver,,
Apple,Apple IPhone 6S,"₦ 91,000","₦ 130,000",30%,Apple IPhone 6S -Mobile Phone -16GB - 4.7 Inch IOS 9.0 - Apple Smartphone - Rose Gold,,
