Brand,Phone Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Apple,Apple IPhone 8,"₦ 146,700","₦ 299,400",51%,"Apple IPhone 8 4.7 Inch 256GB ROM+2GB RAM (Refurbished,Free Gift) 12MP+7MP-Silver",,
Apple,Apple IPhone XS,"₦ 370,000","₦ 660,000",44%,"Apple IPhone XS Max (4GB RAM, 256GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  1 Year Warranty - Space Grey",,
Apple,Apple IPhone 6,"₦ 90,000","₦ 112,500",20%,"Apple IPhone 6 Plus - 5.5"" - 128GB ROM + 1GB ROM - 8.0MP + 1.2MP - Fingerprint Smartphone - Silver",,
Apple,Apple 6 Plus,"₦ 69,940","₦ 310,060",77%,Apple 6 Plus 5.5 Inch 1GB + 16GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone ( Free Gift) – RoseGold,,
Apple,Apple IPhone 6S,"₦ 95,000",,,Apple IPhone 6S 2GB+64GB 4.7 Inch Grey 99% New Used Phone 3D Touch With Fingerprint Sensor IOS Smartphone,,
Apple,Apple IPhone 7,"₦ 195,570","₦ 295,000",34%,Apple IPhone 7 Plus Mobile Phone - 128GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Black,,
Apple,Apple IPhone 5C-16G,"₦ 36,880","₦ 99,920",63%,Apple IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-pink,,
Apple,Apple IPhone 6,"₦ 87,000","₦ 124,286",30%,Apple IPhone 6 - 128GB - 4.7 Inch IOS 8.0 - Dual Core 1.4GHz - 8.0 MP Smartphone - Grey,,
Apple,Apple IPhone 8,"₦ 219,360","₦ 390,214",44%,"Apple IPhone 8 Mobile Phone (256GB ROM, 2GB RAM) 4.7Inch HD IOS 11.0 12MP Smartphone - Gold",,
Apple,Apple IPhone 7Plus-5.5,"₦ 197,890","₦ 410,000",52%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 7,"₦ 126,500","₦ 180,714",30%,Apple IPhone 7 Mobile Phone - 32GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Black,2,5
Apple,Apple IPhone 7,"₦ 174,480","₦ 263,143",34%,Apple IPhone 7 Plus Mobile Phone - 32GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Rose Gold,,
Apple,Apple IPhone 6,"₦ 56,600","₦ 115,600",51%,Apple IPhone 6 16GB - Grey With Fingerprint (Refurbished) 4G LTE Smartphone (Gift)-Silver,,
Apple,Apple IPhone 7,"₦ 212,500","₦ 303,571",30%,Apple IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Red,,
Apple,Apple IPhone 8,"₦ 211,700","₦ 264,000",20%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB, 64GB ROM) IOS 11, 12MP 4G Smartphone - Gold",1,5
Apple,Apple IPhone SE,"₦ 47,200","₦ 96,400",51%,Apple IPhone SE Refurbished Smartphone 4inch 2+16GB (Gift)- Pink,,
Apple,Apple IPhone X,"₦ 208,400","₦ 225,400",8%,Apple IPhone X - 5.8'' - 3GB RAM + 256GB ROM - Refurbished Smartphone - Black,,
Apple,Apple IPhone 7,"₦ 206,500","₦ 295,000",30%,Apple IPhone 7 Plus Mobile Phone - 128GB - 3D Touch Technology - 5.5 Inch IOS 10 - A10+M10 Quad Core - Smartphone - Red,,
Apple,Apple Iphone 5,"₦ 23,500","₦ 50,000",53%,Apple Iphone 5 Black 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple IPhone 7,"₦ 206,500","₦ 295,000",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 128GB (Rose Gold),,
Apple,Apple IPhone XR,"₦ 265,000",,,"Apple IPhone XR (3GB RAM, 64GB ROM) IOS 12 (12MP+7MP) - Black",,
Apple,Apple IPhone 7,"₦ 137,090","₦ 206,714",34%,Apple IPhone 7 Mobile Phone - 128GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Silver,,
Apple,Apple IPhone 7,"₦ 122,500","₦ 153,100",20%,Apple IPhone 7 - 4.7'' - 128GB ROM + 2GB RAM - 12MP + 7MP Camera - Fingerprint Smartphone - Black,,
Apple,Apple IPhone 6S,"₦ 118,450","₦ 166,757",29%,Apple IPhone 6S Plus Mobile Phone 16GB 5.5 Inch IOS 9.0 Smartphone(Gold),,
Apple,Apple IPhone 6S,"₦ 133,600","₦ 190,857",30%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 7,"₦ 202,944",,,Apple IPhone 7 Plus 32GB (Refurbished) - Silver 5.5 Inch Screen,1,5
Apple,Apple IPhone 7,"₦ 179,900","₦ 224,900",20%,Apple IPhone 7 Plus - 5.5'' - 256GB ROM + 3GB RAM - Refurbished Smartphone - Rose Gold,,
Apple,Apple IPhone 6S,"₦ 90,800","₦ 113,500",20%,Apple IPhone 6S - 4.7'' - 128GB ROM + 2GB RAM - IOS 11 - 12MP + 5.0MP - Fingerprint Smartphone - Rose Gold,,
Apple,Apple IPhone 5,"₦ 46,096",,,Apple IPhone 5 64GB - Silver 4.0 Inch Screen (refurbished),4,4.5
Apple,Apple IPhone 7,"₦ 136,800","₦ 279,200",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Pink,,
Apple,Apple IPhone 8,"₦ 202,400","₦ 289,143",30%,"Apple IPhone 8 Mobile Phone (256GB ROM, 2GB RAM) 4.7Inch HD IOS 11.0 12MP Smartphone - Gold",,
Apple,Apple IPhone 7,"₦ 179,900","₦ 224,900",20%,Apple IPhone 7 Plus - 5.5'' - 256GB ROM + 3GB RAM - Refurbished Smartphone - Red,,
Apple,Apple IPhone 6sP,"₦ 87,350","₦ 293,000",70%,Apple IPhone 6sP - 5.5 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD-Grey,,
Apple,Apple IPhone 7,"₦ 128,500","₦ 160,600",20%,Apple IPhone 7 - 4.7'' - 256GB ROM + 2GB RAM - 12MP + 7MP Camera - Fingerprint Smartphone - Rose Gold,,
Apple,Apple IPhone 7,"₦ 144,700","₦ 206,714",30%,"Apple IPhone 7 4.7-Inch HD (2GB, 128GB ROM) IOS 10 12MP + 7MP Smartphone With Finger Sensor - Rose Gold",,
Apple,Apple IPhone 6,"₦ 75,500","₦ 188,000",60%,Apple IPhone 6 Plus -16GB+1GB - 5.5 Inch -8 MP+ Fingerprint  Smartphone,1,5
Apple,Apple IPhone 6,"₦ 89,655","₦ 310,060",71%,"Apple IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Gold",,
Apple,Apple IPhone 7,"₦ 156,000","₦ 193,000",19%,Apple IPhone 7 Plus - 5.5'' - 32GB ROM + 3GB RAM - Refurbished Smartphone - Silver,,
Apple,Apple IPhone 11,"₦ 570,000","₦ 580,000",2%,"Apple IPhone 11 Pro Max 6.5-Inch (4GB RAM, 256GB ROM),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Midnight Green",,
Apple,Apple IPhone 6,"₦ 88,840","₦ 121,529",27%,Apple IPhone 6 Mobile Phone - 64GB - 4.7 Inch 8.0MP - Apple Smartphone - Silver,,
Apple,Apple Refurbished Apple,"₦ 44,200","₦ 90,300",51%,Apple Refurbished Apple IPhone 5s Smartphone 64GB 8 MP-Gold,,
Apple,Apple IPhone 6,"₦ 69,500","₦ 86,875",20%,Apple IPhone 6 - 4.7 Inch - 64GB ROM + 1GB RAM - Refurbished Smartphone - Silver,,
Apple,Apple IPhone 6s,"₦ 72,400","₦ 198,000",63%,Apple IPhone 6s 4.7'' (64GB+2GB) 12MP+5MP-With Fingerprint Sensor Smartphone(Refurbished)-Gold,3,4.3
Apple,Apple IPhone 7,"₦ 137,090","₦ 206,714",34%,Apple IPhone 7 Mobile Phone - 128GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Red,,
Apple,Apple IPhone 7,"₦ 102,400","₦ 209,000",51%,Apple IPhone 7 4.7 Inch Refurbished Smartphone 128GB - Silver,,
Apple,Apple IPhone 11,"₦ 365,000","₦ 375,000",3%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 128GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Black",2,4.5
Apple,Apple IPhone X,"₦ 350,970","₦ 486,571",28%,Apple IPhone X - 5.8'' - 3GB RAM + 256GB ROM - (12MP + 12MP) + 7MP Smartphone - White,1,4
Apple,Apple IPhone 6s,"₦ 70,000","₦ 189,000",63%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+16GB 12MP Finger Sensor HD- Rose Gold,,
Apple,Apple IPhone 7,"₦ 173,300","₦ 353,700",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 256GB-Red,,
Apple,Apple IPhone XS,"₦ 399,000","₦ 599,999",33%,"Apple IPhone XS Max (4GB RAM, 512GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  Gold",,
Apple,Apple IPhone 7,"₦ 174,900","₦ 210,000",17%,Apple IPhone 7 Plus - 5.5'' - 128GB ROM + 3GB RAM - Refurbished Smartphone - Black,,
Apple,Apple IPhone 6Plus,"₦ 79,990","₦ 199,976",60%,"Apple IPhone 6Plus 5.5-Inch  Fingerprint Sensor HD (1GB, 64GB ROM) IOS 1.2 8MP+7MP Smartphone–Gold",,
Apple,Apple IPhone 6,"₦ 63,500","₦ 120,000",47%,Apple IPhone 6 - 128GB+1GB -8 MP- 4.7 Inch+4G Network  Refurbished Smart Phones-silver,,
Apple,Apple IPhone 7,"₦ 206,500","₦ 295,000",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 128GB (Gold),,
Apple,Apple Refurbished IPhone,"₦ 29,300","₦ 59,800",51%,Apple Refurbished IPhone 5C 16GB ROM 1GB RAM Mobile Phone -Green,,
Apple,Apple IPhone X,"₦ 298,407","₦ 640,000",53%,Apple IPhone X - 5.8'' - 3GB RAM + 64GB ROM - (12MP + 12MP) + 7MP Smartphone - White,,
Apple,Apple IPhone 6S,"₦ 126,550","₦ 190,857",34%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Silver,,
Apple,Apple IPhone 6,"₦ 74,800","₦ 106,857",30%,Apple IPhone 6 Mobile Phone 16GB 4.7 Inch IOS 8.0 Smartphone - Gold,,
Apple,Apple IPhone 7Plus-5.5,"₦ 209,910","₦ 410,000",49%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+128GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 7Plus-5.5,"₦ 197,890","₦ 410,000",52%,Apple IPhone 7Plus-5.5 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD-Rose Gold,,
Apple,Apple IPhone 8,"₦ 191,000","₦ 389,800",51%,"Apple IPhone 8 Plus 5.5 Inch 64GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Gold",,
Apple,Apple IPhone SE,"₦ 47,200","₦ 96,400",51%,Apple IPhone SE Refurbished Smartphone 4inch 2+16GB (Gift)- Gray,,
Apple,Apple IPhone XS,"₦ 320,000",,,"Apple IPhone XS Max (4GB RAM, 64GB ROM) IOS 12 (12MP + 12MP)+7MP 4G Smartphone -  1 Year Warranty - GOLD",1,5
Apple,Apple IPhone 6S,"₦ 103,550","₦ 156,143",34%,Apple IPhone 6S Plus Mobile Phone -16GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Rose Gold,,
Apple,Apple IPhone 5,"₦ 29,500","₦ 60,300",51%,Apple IPhone 5 Cell Phone 16GB Dual-Core 1GHz 3G Refurbished,,
Apple,Apple IPhone 7,"₦ 119,850","₦ 180,714",34%,Apple IPhone 7 Mobile Phone - 32GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Apple Smartphone - Gold,,
Apple,Apple IPhone X,"₦ 450,000",,,"Apple IPhone X 5.8-Inches Super AMOLED (3GB RAM, 64GB ROM) IOS 11.1.1, (12MP + 12MP) + 7MP 4G LTE Smartphone - Space Grey",16,4.6
Apple,Apple IPhone 7,"₦ 173,149",,,Apple IPhone 7 - 32GB (Refurbished) - Red 4.7 Inch Sreen,,
Apple,Apple IPhone XS,"₦ 370,000","₦ 630,000",41%,"Apple IPhone XS (4GB RAM, 256GB ROM) IOS 12 (12MP + 12MP)+7MP - 1 Year Warranty - Gold",,
Apple,Apple IPhone 8,"₦ 177,100","₦ 253,000",30%,"Apple IPhone 8 Smart Phones ,64GB ,Touch ID Dual Back Camera 4G LTE IOS 11",,
Apple,Apple IPhone 8,"₦ 242,000","₦ 302,500",20%,"Apple IPhone 8 Plus 5.5-Inch HD (3GB, 256GB ROM) IOS 11, 12MP 4G Smartphone - Silver",,
Apple,Apple IPhone 6SPlus,"₦ 86,400","₦ 176,400",51%,Apple IPhone 6SPlus Refurbished 5.5Inch Smartphone 16GB(Gift)-Pink,,
Apple,Apple IPhone 7,"₦ 126,500","₦ 180,714",30%,Apple IPhone 7 Mobile Phone 32GB 3D Touch IPS Technology 4.7 Inch IOS 10 Smartphone - Red,,
Apple,Apple IPhone 6,"₦ 69,940","₦ 310,060",77%,"Apple IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Gold",,
Apple,Apple IPhone 6S,"₦ 123,500","₦ 176,429",30%,Apple IPhone 6S Plus - 64GB - 5.5 Inch IOS 9.0 - Apple A9+M9 Dual Core - Smartphone - Rose Gold,,
Apple,Apple Refurbished IPhone,"₦ 29,300","₦ 59,800",51%,Apple Refurbished IPhone 5C 16GB ROM 1GB RAM Mobile Phone - Blue,,
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus Mobile Phone - 32GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Gold,,
Apple,Apple IPhone 11,"₦ 350,000","₦ 360,000",3%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Black",20,3.9
Apple,Apple IPhone 8,"₦ 167,780","₦ 253,000",34%,Apple IPhone 8 Mobile Phone - 64GB - 4.7 Inch IOS 11.0 - 12MP Camera - Smartphone - Silver,,
Apple,Apple IPhone 6S,"₦ 116,960","₦ 176,429",34%,Apple IPhone 6S Plus - 64GB - 5.5 Inch IOS 9.0 - Apple A9+M9 Dual Core - Smartphone - Gold,,
Apple,Apple Refurbished Apple,"₦ 39,300","₦ 80,300",51%,Apple Refurbished Apple IPhone 5s Smartphone 32GB 8 MP-Gold,,
Apple,Apple IPhone 8,"₦ 172,000","₦ 220,000",22%,"Apple IPhone 8 4.7-Inch HD (2GB, 256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone - Silver",,
Apple,Apple IPhone 7,"₦ 206,500","₦ 295,000",30%,Apple IPhone 7 Plus Mobile Phone - 128GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Gold,,
Apple,Apple IPhone X,"₦ 229,000","₦ 497,900",54%,"Apple IPhone X 5.8-Inches Super AMOLED (3GB RAM, 64GB ROM)IOS 11(12MP+12MP)+7MP 4G LTE Smartphone-Silver",,
Apple,Apple IPhone 11,"₦ 360,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 128GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - White",1,5
Apple,Apple IPhone 6S,"₦ 144,780","₦ 205,543",30%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone 6,"₦ 89,655","₦ 310,060",71%,"Apple IPhone 6 Plus 16 GB 5.5"" IOS 4G Smartphone With Fingerprint Sensor(Refurbished)-Gold",,
Apple,"Apple IPhone 11,","₦ 350,000",,,"Apple IPhone 11, 6.1-Inch 64GB ROM 4G LTE Single Nano SIM - Red",,
Apple,Apple IPhone 7,"₦ 179,900","₦ 224,900",20%,Apple IPhone 7 Plus - 5.5'' - 256GB ROM + 3GB RAM - Refurbished Smartphone - Jet Black,,
Apple,Apple IPhone 6,"₦ 77,100","₦ 96,500",20%,"Apple IPhone 6 Plus - 5.5"" - 16GB ROM + 1GB ROM - 8.0MP + 1.2MP - Fingerprint Smartphone - Grey",,
Apple,Apple IPhone 8,"₦ 191,000","₦ 389,800",51%,"Apple IPhone 8 Plus 5.5 Inch 64GB ROM+3GB RAM (Refurbished,Free Gift) 12MP+7MP-Red",,
Apple,Apple Refurbished IPhone,"₦ 29,300","₦ 59,800",51%,Apple Refurbished IPhone 5C 16GB ROM 1GB RAM Mobile Phone -Green,,
Apple,Apple Refurbished ,"₦ 158,500","₦ 200,000",21%,Apple Refurbished  IOS Phones IPhone 7 Plus 128GB 99%New Mobile Phones - Black,,
Apple,Apple IPhone 6,"₦ 87,000","₦ 124,286",30%,Apple IPhone 6 Mobile Phone - 128GB - 4.7 Inch IOS 8.0 - 8MP- Apple Smartphone - Silver,,
Apple,Apple IPhone 11,"₦ 540,000",,,"Apple IPhone 11 Pro Max, 6.5 Inch 64GB ROM 4G LTE Single SIM  - Space Gray",,
Apple,Apple Brand IPhone,"₦ 110,780","₦ 157,700",30%,Apple Brand IPhone 6 Plus 64GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Grey),,
Apple,Apple IPhone 8,"₦ 191,940","₦ 335,900",43%,Apple IPhone 8 Mobile Phone - 64GB - 4.7 Inch IOS 11.0 - 12MP Camera - Smartphone - Gray,,
Apple,Apple IPhone 6S,"₦ 104,500","₦ 131,000",20%,Apple IPhone 6S Plus - 5.5'' - 64GB ROM - 2GB RAM - 12MP + 5MP - Fingerprint Smartphone - Rose Gold,,
Apple,Apple IPhone 6S,"₦ 123,500","₦ 176,429",30%,Apple IPhone 6S Plus Mobile Phone - 64GB - 5.5 Inch IOS 9.0 - 12MP - Smartphone - Grey,,
Apple,Apple Brand IPhone,"₦ 110,780","₦ 157,700",30%,Apple Brand IPhone 6 Plus 64GB 5.5 Inch IOS 8.0 Apple A8+M8 Dual Core Up To 1.4GHz Smartphone(Gold),,
Apple,Apple IPhone 7,"₦ 137,100","₦ 182,171",25%,Apple IPhone 7 Mobile Phone - 32GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Jet Black,,
Apple,Apple IPhone 7,"₦ 137,090","₦ 206,714",34%,Apple IPhone 7 Mobile Phone - 128GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Rose Gold,,
Apple,Apple IPhone 8P,"₦ 320,000","₦ 480,500",33%,"Apple IPhone 8P 5.5-Inch Fingerprint Sensor HD (3GB,256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Red",,
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 4S,"₦ 25,000",,,Apple IPhone 4S Apple 4S Classic 3.5-inch Black Senior Student Smartphone,,
Apple,Apple IPhone 6,"₦ 65,500","₦ 93,824",30%,Apple IPhone 6 - 128GB+1GB -8 MP- 4.7 Inch+4G Network  Refurbished Smart Phones,10,3.9
Apple,Apple IPhone 6S,"₦ 133,800","₦ 192,614",31%,Apple IPhone 6S Plus Mobile Phone - 64GB - 5.5 Inch IOS 9.0 - 12MP - Smartphone - Gold,,
Apple,Apple IPhone 11,"₦ 350,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Yellow",,
Apple,Apple IPhone 7,"₦ 184,200","₦ 263,143",30%,Apple IPhone 7 Plus IOS Quad Core A10 Mobile Phone 5.5 Inch 32GB (Red),,
Apple,Apple IPhone 5C-16G,"₦ 36,880","₦ 99,920",63%,Apple IPhone 5C-16G ROM+1G RAM - 4.0 Inch Screen-8MP Pixel Refurbished 4G LTE ( Gift ) Smart Phone-Yellow,,
Apple,Apple IPhone 8,"₦ 172,000","₦ 220,000",22%,"Apple IPhone 8 4.7-Inch HD (2GB, 256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone - Grey",,
Apple,Apple IPhone 6,"₦ 69,500","₦ 86,875",20%,Apple IPhone 6 - 4.7 Inch - 64GB ROM + 1GB RAM - Refurbished Smartphone - Grey,,
Apple,Apple IPhone 6S,"₦ 133,600","₦ 190,857",30%,Apple IPhone 6S Plus - Mobile Phone - 128GB - 5.5 Inch IOS 9.0 - Apple Smartphone - Grey,,
Apple,Apple IPhone 6,"₦ 106,200","₦ 151,714",30%,Apple IPhone 6 Plus 128GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 8,"₦ 172,000","₦ 220,000",22%,"Apple IPhone 8 4.7-Inch HD (2GB, 256GB ROM) IOS 11, 12MP + 7MP 4G Smartphone - Gold",,
Apple,Apple IPhone 8,"₦ 309,290","₦ 467,643",34%,"Apple IPhone 8 Plus (256GB ROM, 3GBRAM) 5.5 Inch HD IOS 11.0 12MP Smartphone - Gold",,
Apple,Apple IPhone 7,"₦ 136,800","₦ 279,200",51%,Apple IPhone 7 Plus 5.5 Inch Refurbished Smartphone 32GB-Pink,,
Apple,Apple IPhone 7,"₦ 295,000",,,Apple IPhone 7 Plus 256GB Smartphone - Red,,
Apple,Apple Refurbished IPhone,"₦ 29,300","₦ 59,800",51%,Apple Refurbished IPhone 5C 16GB ROM 1GB RAM Mobile Phone -White,,
Apple,Apple IPhone 6S,"₦ 113,100","₦ 141,375",20%,Apple IPhone 6S Plus - 5.5'' - 128GB ROM - 2GB RAM - 12MP + 5MP - Fingerprint Smartphone - Grey,,
Apple,Apple IPhone 6,"₦ 90,000","₦ 112,500",20%,"Apple IPhone 6 Plus - 5.5"" - 128GB ROM + 1GB ROM - 8.0MP + 1.2MP - Fingerprint Smartphone - Grey",,
Apple,Apple IPhone SE,"₦ 55,100","₦ 112,500",51%,Apple IPhone SE Refurbished Smartphone 4inch 2+32GB (Gift)-Rose Gold,,
Apple,Apple IPhone 7,"₦ 126,500","₦ 180,714",30%,"Apple IPhone 7 4.7-Inch HD (2GB, 32GB ROM) IOS 10 12MP + 7MP Smartphone With Finger Sensor 4G LTE - Silver",,
Apple,Apple IPhone 6,"₦ 98,710","₦ 131,786",25%,Apple IPhone 6 Plus Mobile Phone - 16GB - 5.5 Inch IOS 8.0 - Apple Smartphone - Gold,,
Apple,Apple IPhone 6S,"₦ 88,600","₦ 180,900",51%,Apple IPhone 6S Plus Refurbished Smartphone 16GB (Gift)- Silver,1,5
Apple,Apple IPhone 6,"₦ 87,000","₦ 124,286",30%,Apple IPhone 6 128GB Mobile Phone - 4.7 Inch IOS 8.0 - Apple Smartphone - Gold,1,5
Apple,Apple IPhone 6,"₦ 76,277","₦ 263,821",71%,Apple IPhone 6 4.7 Inch 1GB + 32GB 8MP + 1.2MP Finger Sensor 4G LTE Smartphone (Free Gift) – Grey,,
Apple,Apple IPhone 6s,"₦ 89,000","₦ 189,000",53%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+32GB 12MP Finger Sensor HD- Gold,,
Apple,Apple IPhone 7,"₦ 174,900","₦ 210,000",17%,Apple IPhone 7 Plus - 5.5'' - 128GB ROM + 3GB RAM - Refurbished Smartphone - Jet Black,,
Apple,Apple IPhone 11,"₦ 569,999","₦ 579,999",2%,"Apple IPhone 11 Pro Max 6.5-Inch (4GB RAM, 256GB ROM ),iOS 13, (12MP+12MP+12MP)+12MP 4G LTE Smartphone - Space Grey",,
Apple,Apple IPhone 6s,"₦ 74,500","₦ 189,000",61%,Apple IPhone 6s - 4.7 Inch 4G LET Smartphone 2GB+64GB 12MP Finger Sensor HD- Rose Gold,,
Apple,Apple IPhone 6S,"₦ 104,500","₦ 131,000",20%,Apple IPhone 6S Plus - 5.5'' - 64GB ROM - 2GB RAM - 12MP + 5MP - Fingerprint Smartphone - Gold,,
Apple,Apple IPhone 6,"₦ 82,000","₦ 117,143",30%,Apple IPhone 6 Mobile Phone - 64GB - 4.7 Inch 8.0MP - Apple Smartphone - Grey,,
Apple,Apple IPhone 8,"₦ 195,000","₦ 398,900",51%,"Apple IPhone 8 4.7-Inch Fingerprint Sensor HD (2GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone -Silver",1,5
Apple,Apple IPhone 6S,"₦ 118,450","₦ 166,757",29%,Apple IPhone 6S Plus Mobile Phone 16GB 5.5 Inch IOS 9.0 Smartphone(Rose Gold),,
Apple,Apple Iphone 5,"₦ 31,450","₦ 49,540",37%,Apple Iphone 5 Refurbished Gold 16gb Smart Phone Mobile Phone 4-inch Screen(Gift：accessories),,
Apple,Apple Brand IPhone,"₦ 110,780","₦ 140,857",21%,Apple Brand IPhone 6S 64GB 4.7 Inch IOS 9.0 Apple A9+M9 Dual Core 64bit Up To 1.8GHz Smartphone(Silver),,
Apple,Apple IPhone 6S,"₦ 98,710","₦ 127,871",23%,Apple IPhone 6S Mobile Phone 16GB 4.7 Inch IOS 9.0 Smartphone(Rose Gold),,
Apple,Apple IPhone 6S,"₦ 113,100","₦ 141,375",20%,Apple IPhone 6S Plus - 5.5'' - 128GB ROM - 2GB RAM - 12MP + 5MP - Fingerprint Smartphone - Silver,,
Apple,Apple IPhone 6S,"₦ 133,600","₦ 190,857",30%,Apple IPhone 6S Plus 128GB Smartphone With Finger Sensor 4G LTE - Gold,,
Apple,Apple IPhone 11,"₦ 370,000",,,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 128GB ROM) IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - Green",1,5
Apple,Apple Refurbished IPhone,"₦ 24,100","₦ 49,200",51%,Apple Refurbished IPhone 5C 8GB Green 4G LTE 4-inch Screen (Gift：accessories) Smart Phone-Pink,,
Apple,Apple IPhone 7,"₦ 137,090","₦ 206,714",34%,Apple IPhone 7 Mobile Phone - 128GB - 3D Touch IPS Technology - 4.7 Inch IOS 10 - Smartphone - Black,,
Apple,Apple IPhone 6,"₦ 86,600","₦ 108,250",20%,"Apple IPhone 6 Plus - 5.5"" - 64GB ROM + 1GB ROM - 8.0MP + 1.2MP - Fingerprint Smartphone - Grey",,
Apple,Apple IPhone 5S,"₦ 3,641,366","₦ 7,241,366",50%,Apple IPhone 5S Apple 5S Mobile Phone 4.0 Inch Smart Phone Golden 16GB For Senior Students And Backup,,
Apple,Apple IPhone 8,"₦ 149,950","₦ 199,625",25%,"Apple IPhone 8 4.7-Inch HD (2GB,64GB ROM) IOS 11, 12MP + 7MP 4G Smartphone - Silver",,
Apple,Apple Iphone 12,"₦ 469,000","₦ 620,000",24%,"Apple Iphone 12 6.1 Inches 4GB RAM, 128GB ROM, (12MP + 12MP), 2815mAh-5G-Blue",,
Apple,Apple IPhone 11,"₦ 350,000","₦ 360,000",3%,"Apple IPhone 11 6.1-Inch Liquid Retina LCD (4GB RAM, 64GB  IOS 13, (12MP+12MP)+12MP 4G LTE Smartphone - White",16,4.9
Apple,Apple IPhone 7,"₦ 201,320","₦ 303,571",34%,Apple IPhone 7 Plus Mobile Phone - 256GB - 3D Touch Technology - 5.5 Inch IOS 10 - Smartphone - Gold,,
