Brand,Laptop Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Hp,Hp Notebook 15,"₦ 193,000",,,Hp Notebook 15 Intel Pentium RED 4GB 500GB 15.6-inch Windows 10 + Mouse+ BAG,,
Lenovo,Lenovo THINKPAD T490S,"₦ 590,000",,,"Lenovo THINKPAD T490S Corei7 8GB 512SSD WIN 10 TOUCH,BACKLIT",,
Hp,Hp 15 Intel,"₦ 234,000","₦ 260,000",10%,"Hp 15 Intel Core I3 2.0 GHZ 500GB HDD, 4GB RAM, Bluetooth® 4.0, Webcam, Wins 10 +FREE 32GB FLASH Drive",,
Hp,Hp 250 G4,"₦ 230,000","₦ 255,000",10%,Hp 250 G4 Intel Core I3 - 4GB RAM - 500GB HDD Windows 10 Laptop - Black- 32GB Flash- Mouse- Fashion Sport Watch,,
DELL,DELL LATITUDE 5300,"₦ 435,000",,,DELL LATITUDE 5300 CORE I5-8665U 512GB SSD 8GB RAM 1.9GHZ W10PRO,,
Hp,Hp Pavilion 15,"₦ 430,000","₦ 450,000",4%,"Hp Pavilion 15 Intel Core I7 (16GB RAM, 512 SSD)-Windows 10",,
Hp,Hp Omen X,"₦ 1,042,000",,,Hp Omen X 15:9th Gen I7 2.6GHz512ssd/16gb Nvidia RTX (8GB),,
Hp,Hp Stream 11,"₦ 120,000",,,Hp Stream 11 Intel Atomx5 4GB Ram 32GB HDD- Wins10 + 32GB Flash,,
DELL,DELL Latitude 5480,"₦ 579,000","₦ 590,000",2%,DELL Latitude 5480 Core I7 8GB 500GB Touch Laptop,,
Hp,Hp Stream 11,"₦ 145,000","₦ 167,000",13%,Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc Windows 10,,
Hp,Hp Stream 11,"₦ 137,000","₦ 146,500",6%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
Lenovo,Lenovo Ideapad V130,"₦ 189,990",,,"Lenovo Ideapad V130 Intel Celeron 4GB RAM 1TB HDD)15.6"" Windows 10",,
Hp,Hp Pavilion 15,"₦ 345,000",,,Hp Pavilion 15 - Intel Core I5 - 1TB HDD - 8GB RAM - TOUCHSCREEN- Window 10 -Ultra Slim Laptop- B&O Dual Speaker- HP External DVD  - Free USB Light For Keyboard+ Mouse+32GB Flash,,
Hp,"Hp 15.6"" 15-10210U","₦ 340,000",,,"Hp 15.6"" 15-10210U Touchscreen Intel Core I5- 8GB, 2TB HDD,Windows 10 Home",,
Hp,Hp 250 G6,"₦ 235,000",,,"Hp 250 G6  Intel Core I3, 500GB, 4GB, Webcam,Bluetooth,15.6wxga,win10  WITH 32gb Flash Drive,Mouse.",1,4
Hp,Hp SPECTRE 15-EB0043DX,"₦ 790,000",,,"Hp SPECTRE 15-EB0043DX X360;Core I7,16gb RAM,512SSD+32GB Optane,2GB Nvidia,TOUCH,Win 10",,
Hp,"Hp SPECTRE15"" X360,10TH","₦ 810,000",,,"Hp SPECTRE15"" X360,10TH GEN ,CORE I7, 512SSD+32GB OPTANE/16GB RAM,2GB NPVIDIA,TOUCH,BACKLIT 4K DISPLAY,WIN10",,
DELL,DELL INSPIRON 17,"₦ 473,000","₦ 480,000",1%,DELL INSPIRON 17 3000 SERIES I5 1TB 8GB 10TH GEN DVD  (BLACK),,
Hp,Hp 15 Notebook,"₦ 380,000","₦ 420,000",10%,Hp 15 Notebook 10th Gen Intel Core™ I5- 8GB SSD 512 WIN 10 TOUCHSCREEN,,
Hp,"Hp 15-Da3010nia Ci3-1005g1,","₦ 205,000","₦ 217,500",6%,"Hp 15-Da3010nia Ci3-1005g1, 4gb, 500gb, 15.6, Win10H - 2B4C9EA",,
Mini,Mini Foldable Touch,"₦ 14,140","₦ 19,716",28%,Mini Foldable Touch Mouse Keyboard Three-fold Wireless Keyboard With Touchpad For Laptops Tablet PC Mobile Phones Black,,
Hp,Hp 250 G7,"₦ 230,000","₦ 260,000",12%,"Hp 250 G7 Intel Core I3(4GB,500GB HDD)Wins10 +freebag",,
Hp,Hp Pavilion 14,"₦ 299,000",,,Hp Pavilion 14 X360 10th Gen Core I3 (1TB 8GB) Win10 Mouse,,
10.1,10.1 Inch Tablet,"₦ 55,220","₦ 165,660",67%,10.1 Inch Tablet Computer Ips Hd Screen Wireless WiFi Memory 1+16GB GPS Android System Gps Android Tablet,,
Hp,Hp Notebook 15,"₦ 212,000",,,Hp Notebook 15 - AMD RYZEN™ (8GB RAM 1TB HDD-WIN 10+ 32GB Flash,,
Hp,Hp Notebook 15,"₦ 245,000",,,"Hp Notebook 15 Intel Pentium Quad Core (8GB,1TB HDD+ BAG- 32GB Flash+ Mouse- USB Light For Keyboard) Windows 10 Laptop",,
Lenovo,Lenovo IDEAPAD V14,"₦ 212,000","₦ 215,000",1%,Lenovo IDEAPAD V14  CORE I3 10TH GEN 14''  4GB RAM/ 1TB HDD WIN 10,,
Hp,Hp 250 G6,"₦ 245,000","₦ 249,000",2%,Hp 250 G6 Intel Core I3 4GB Ram 1TB HDD Win 10,,
Hp,Hp Pavilion 15,"₦ 650,000",,,"Hp Pavilion 15 Intel Core I7 (1TB HDD,12GB, ) Windows 10 Touchscreen",,
Lenovo,Lenovo INTEL® CELERON®,"₦ 177,899","₦ 198,000",10%,Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,Hp Pavilion 15,"₦ 343,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 8GB RAM- Backlit Keyboard,,
Hp,Hp Notebook 15,"₦ 226,000",,,"Hp Notebook 15 Intel Corei3 1tb HDD, 4GB RAM, Windows 10, Webcam, Wireless, Bluetooth , Black, + Free Bag&mouse",,
Hp,Hp ENVY 15,"₦ 659,000",,,"Hp ENVY 15 X360 CORE I7 16GB 1TB SSD 15.6"" IPS 4GB NVIDIA MX330",,
Hp,Hp 15 Intel,"₦ 235,000","₦ 254,000",7%,"Hp 15 Intel Core I3 (8GB RAM, 500GB HDD) 32GB Flash+Mouse+FashionWatch 15.6-Inch Windows 10 Black Colour",,
Lenovo,Lenovo Ideapad 130-151KB,"₦ 240,000","₦ 260,000",8%,"Lenovo Ideapad 130-151KB Core I3-7020U 4GB 1TB 15.6"" Laptop",,
DELL,DELL G5 5500,"₦ 565,000",,,"DELL G5 5500 GAMING LAPTOP,15.6"" 10TH GEN CORE I7,512gbSSD 16gbRAM,4GB NVIDIA,BACKLIT KEYBOARD,WIN 10",,
Hp,Hp ENVY 13-X360,"₦ 690,000",,,"Hp ENVY 13-X360 CORE I7-1165G7,11TH GEN 8gbRAM,1TB SSD,TOUCH,BACKLIT,FINGERPRINT,WIN 10+3-IN-1 PRINTER",,
DELL,"DELL Latitude 5270,","₦ 340,500",,,"DELL Latitude 5270, Intel Core I5-, 8GB,256 Windows 10 Pro ",,
Hp,Hp 240 G7,"₦ 265,000",,,"Hp 240 G7 Intel Core I3 1TB HDD 12GB RAM 14"" Win 10+ 32GB FLASH",,
DELL,DELL XPS 13,"₦ 525,000","₦ 550,000",5%,DELL XPS 13 2-IN-1 10TH GEN CORE I5 256GB 8GB 13.4’’ TOUCH,,
Hp,Hp Notebook 15,"₦ 222,000","₦ 240,000",8%,Hp Notebook 15 Touch Intel Pentium 1TB HDD-4GB RAM Windows 10,,
Lenovo,Lenovo INTEL® CELERON®,"₦ 171,999","₦ 198,000",13%,Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Lenovo,Lenovo Ideapad ,"₦ 180,900",,,"Lenovo Ideapad  Intel Celeron 1TB 4GB RAM HDD 15.6"" Wins 10",,
DELL,DELL Vostro 3401,"₦ 215,000",,,"DELL Vostro 3401 14'' FHD,10th Gen Core I3 4GB RAM  1TB / Win10 PRO",,
Hp,Hp Notebook -,"₦ 350,000",,,Hp Notebook - 15-da2030nia - 15.6-inches Display Core™ I5-10210U - 8GB - 1TB HDD,,
Hp,Hp 15 Intel,"₦ 267,000",,,"Hp 15 Intel Corei3 2.2GHZ (1tb HDD, 4GB RAM, DVD ) Touchscreen, Bluetooth, Webcam, Windows 10 +32GB Flash Drive Mouse(back )",,
Hp,Hp STREAM 11,"₦ 143,000","₦ 188,000",24%,Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,,
Hp,"Hp Notebook-15,Intel Core","₦ 240,000","₦ 255,000",6%,"Hp Notebook-15,Intel Core I3 15.6 Inches, 2.0GHz,HD Camera( 4GB RAM, 1TB HDD+32GB Flash,Mouse,Fashion Sport Watch,USB Light) Windows 10",,
Hp,Hp 15 Intel,"₦ 280,000",,,"Hp 15 Intel Corei3 1tb HDD,8gb RAM,Touchscreen Window10+32GB Flash Drive, ",,
DELL,DELL G5 5500,"₦ 565,000",,,"DELL G5 5500 Core-i7 10th Gen,512GB SSD 16gbRAM, 4GB Nvidia,Win 10,Backlit Keyboard",,
Hp,Hp 250 G6,"₦ 230,000","₦ 238,000",3%,"Hp 250 G6  Core I3 ,500BB HDD 4GB RAM 15.6-Inch Win 10 + Mouse",,
Hp,Hp Stream 14-intel,"₦ 160,999","₦ 190,000",15%,"Hp Stream 14-intel Celeron,4GB RAM 64GB SSD,Win 10+ USB LIGHT",,
Hp,Hp Pavilion 15,"₦ 345,000",,,"Hp Pavilion 15 Intel Core I5 2.5GHz (8GB RAM, 1TB HDD) 15.6-Inch Windows 10 Laptop- B&O Play, Keyboard Light + Free Bag- Mouse- Fashion Watch",,
Hp,Hp 250 G5,"₦ 240,000","₦ 255,000",6%,"Hp 250 G5 Intel Core I3 (8GB,500GB HDD)+ 32GB Flash, Mouse+ USB Light For Keyboard 15.6-Inch Windows 10 Laptop - Black",,
Hp,Hp Pavilion 15,"₦ 345,000",,,"Hp Pavilion 15 Intel Core I5 2.5GHz (8GB RAM, 1TB HDD)32GB Flash,Mouse, 15-Inch Windows 10 Laptop - White",,
DELL,DELL LATITUDE 5300,"₦ 385,000",,,"DELL LATITUDE 5300 2in1 CORE I5-1.6GHZ  256GB SSD 8GB RAM,Backlit Keyboard Win10 Pro",,
Hp,Hp Notebook -,"₦ 230,000",,,"Hp Notebook - 15-bs061nia - Intel® Core™ I3 (2 GHz, 3 MB Cache, 2 Cores),32GB Flash,Mouse, 15.6"" Diagonal HD Display, 4GB  SDRAM, Intel® HD Graphics 520, 1TB",,
DELL,DELL Vostro 3401,"₦ 250,000",,,DELL Vostro 3401 14'' FHD(10th Gen Core I3 12GB RAM  1TB / Win10 Pro,,
Hp,Hp Pavilion 15,"₦ 355,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 12GB RAM- Backlit Key - 2.5GHz - Up To 3.1GHz -Win- 10-Touch Screen+ 32GB FLASH DRIVE,,
Hp,Hp 250 G7,"₦ 234,000","₦ 270,000",13%,Hp 250 G7 Intel Core I3 Laptop 15.6 Inch 4GB RAM 500HDD Windows 10 +Free Mouse,,
DELL,DELL Vostro 3401,"₦ 250,000",,,DELL Vostro 3401 14'' FHD(10th Gen Core I3 12GB RAM  1TB / Win10 Pro,,
Hp,Hp Pavilion 15,"₦ 355,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 16GB RAM- Backlit Keyboard,,
DELL,DELL INSPIRON 17,"₦ 577,000","₦ 590,000",2%,DELL INSPIRON 17 3000 SERIES I7 512GB 16GB 10TH GEN DVD,,
Hp,Hp Notebook 15,"₦ 223,000","₦ 230,000",3%,"Hp Notebook 15 -Intel Core I3, 2.4Ghz, 1TB HDD, 4GB Ram+BAG-  32GB Flash, Mouse, USB Light For Keyboard- Webcam, Bluetooth, DVDRW, 15.6"", Win10",,
Hp,Hp 15 Da3011nia,"₦ 215,500","₦ 225,500",4%,"Hp 15 Da3011nia Ci3-1005g1, 4gb, 1tb 15.6"" Win 10H - 2B4G4EA",,
Hp,Hp STREAM 11,"₦ 137,000","₦ 188,000",27%,Hp STREAM 11 CELERON® 4GB RAM 32GB WIN 10+10000mah PowerBank,,
PC,PC Laptop 10.1,"₦ 97,570","₦ 136,518",29%,PC Laptop 10.1 Inch 2GB+32GB Windows 10 Intel Atom X5-Z8350 Quad Core Tablet White EU,,
Hp,Hp Stream 11,"₦ 142,000",,,Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc +usb Light Wins10,,
DELL,DELL LATITUDE 5300,"₦ 385,000",,,"DELL LATITUDE 5300 2-in-1 CORE I5-1.6GHz 256GB SSD 8GB RAM,Touchscreen,Backlit Keyboard,Win10 Pro",,
10.1inch,10.1inch Detachable 2GB+32GB,"₦ 75,999","₦ 90,000",16%,10.1inch Detachable 2GB+32GB Android Laptop Pc Touch Screen,,
Hp,Hp 15-Da0320nia Notebook,"₦ 290,000",,,Hp 15-Da0320nia Notebook INTEL CORE I3-8130U 4GB RAM 1TB HDD  15.6-inches  TOUCHSCREEN,,
Hp,Hp 15 Intel,"₦ 230,000","₦ 240,000",4%,"Hp 15 Intel Core I3 (4GB RAM, 500GB HDD) +Mouse,USB Light 15.6-Inch Windows 10 ",,
Hp,Hp Notebook 15,"₦ 241,000",,,"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD) 32GB Flash+Mouse+USB Light For Keyboard 15.6-Inch Windows 10 Black Colour",,
Hp,Hp Stream 11,"₦ 120,000",,,Hp Stream 11 Intel Atomx5 4GB Ram 32GB HDD- Wins10 + 32GB Flash,,
Hp,Hp 14 Intel,"₦ 299,000","₦ 320,000",7%,"Hp 14 Intel Core I5 8GB - 1Terabit 14"" Windows 10 Laptop",,
Lenovo,Lenovo Intel Celeron,"₦ 142,000","₦ 200,000",29%,"Lenovo Intel Celeron 4gb Ram 64gb Emmc, Wins 10 11.6"" + Free 32gb Flash",,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron D/C  2GB RAM- 32GB HDD WIN 10+ BAG,,
Hp,Hp STREAM 11,"₦ 137,000","₦ 188,000",27%,Hp STREAM 11 CELERON® 4GB RAM 32GB WIN 10+10000mah PowerBank,,
DELL,DELL Vostro 3501,"₦ 232,000","₦ 260,000",11%,DELL Vostro 3501 15'' (10th Gen  Intel Core I3 8GB 1TB  Win10,,
Hp,Hp STREAM 11,"₦ 119,990","₦ 155,000",23%,Hp STREAM 11 G2 INTEL CELERON 2GB RAM 32GB EMMC Windows 10 Pro,,
DELL,DELL Vostro 3501(10th,"₦ 216,000","₦ 260,000",17%,DELL Vostro 3501(10th Gen Intel Core I3 4GB RAM 1TB HDD  Win10,,
Hp,Hp 14- Intel®,"₦ 230,000",,,"Hp 14- Intel® Core™ I3-1005G1 4GB RAM 1TB HDD 14"" Win 10",,
Hp,Hp Stream 14,"₦ 140,000",,,Hp Stream 14 Intel AMD Q/C 32GB HDD- 4GB RAM WIN 10+ 32GB Flash,,
Hp,Hp Notebook 15,"₦ 223,000","₦ 230,000",3%,"Hp Notebook 15 Intel Core I3 (4GB RAM, 500GB HDD  BAG- 32GB Flash+ Mouse- USB Light For Keyboard)15.6-Inch Windows 10 Black",,
Hp,Hp Notebook 15,"₦ 205,000",,,Hp Notebook 15 - AMD RYZEN™ (4GB RAM 1TB HDD-WIN 10+ 32GB Flash,,
Hp,Hp Pavilion 13,"₦ 305,000",,,"Hp Pavilion 13 Intel Core I3-1005G1,4GB, 256GB, Backlit Keyboard Fingerprint Reader Wins 10",,
Hp,Hp 14 10th,"₦ 245,000","₦ 270,000",9%,"Hp 14 10th Gen Intel Core I3, 4gb Ram 128gb SSD Wins 10 In S Mode",,
Lenovo,Lenovo ThinkPad T14,"₦ 645,000",,,"Lenovo ThinkPad T14 Gen1,10TH GEN CORE I7 16GB 512GB SSD 14",,
Lenovo,Lenovo Yoga C930-8th,"₦ 715,000",,,"Lenovo Yoga C930-8th Gen Core I7 1TB SSD 16GB RAM,TOUCHSCREEN CONVERTIBLE,STYLUS PEN Win 10 +3IN1 PRINTER",,
DELL,DELL Inspiron 15,"₦ 440,000","₦ 490,000",10%,"DELL Inspiron 15 Intel Core I-71065G7 512GB SSD 12GB RAM 15.6"" Touchscreen Wins 10",,
Hp,Hp Pavilion 15-cc123cl-Intel,"₦ 355,000",,,"Hp Pavilion 15-cc123cl-Intel Core I5, TOUCHSCREEN BACKLIT KEYBOARD B&O DUAL SPEAKER 1TB HDD 12GB RAM, ,Windows 10+LAPTOP BAG",,
Hp,Hp Pavilion 15,"₦ 345,000",,,Hp Pavilion 15 - Intel Core I5 - 1TB HDD - 8GB RAM - TOUCHSCREEN- Window 10 -Ultra Slim Laptop- B&O Dual Speaker- HP External DVD  - Free USB Light For Keyboard+ Mouse+32GB Flash,,
Hp,Hp Notebook 15,"₦ 212,000",,,Hp Notebook 15 - AMD RYZEN™ (8GB RAM 1TB HDD-WIN 10+ 32GB Flash,,
Hp,Hp Notebook 15,"₦ 218,000",,,"Hp Notebook 15 Intel  COREi3, 500GB HDD, 4GB RAM, WINDOWS 10 Home+Bag",,
Hp,Hp Notebook 15,"₦ 205,000",,,Hp Notebook 15 - AMD RYZEN™ (4GB RAM 1TB HDD-WIN 10+ 32GB Flash,,
Hp,Hp  15,"₦ 235,000","₦ 242,000",3%,"Hp  15 Intel Core I3 (8GB RAM, 500GB HDD)+Mouse+USB Light  15.6-Inch Windows 10",,
Hp,Hp 15 Intel,"₦ 280,000",,,"Hp 15 Intel Corei3(1tb HDD, 8GB RAM)""15.6""Touchscreen Windows10+32GB Flash Drive,black",,
Hp,Hp 15-Da0033 Core,"₦ 290,000",,,Hp 15-Da0033 Core I3-8130 4gb 1tb 15.6-Inches Touchscreen (4ak78ua#Aba),,
DELL,DELL Vostro 3401,"₦ 275,000",,,DELL Vostro 3401 14'' FHD(10th Gen Core I3 12GB RAM  1TB / Win10 PRO + 3-in-1 PRINTER,,
Lenovo,Lenovo ThinkBook TB,"₦ 464,000",,,Lenovo ThinkBook TB 14,,
Hp,Hp Stream 11,"₦ 136,000","₦ 145,000",6%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+Bag,,
DELL,DELL LATITUDE 5400,"₦ 485,000","₦ 500,000",3%,DELL LATITUDE 5400 I7 1.9GHZ 256GB 8GB 14’’ TOUCH SCREEN,,
Hp,Hp Pavilion 15,"₦ 346,000",,,Hp Pavilion 15 - Intel Core I5 - 1TB HDD - 8GB RAM - TOUCHSCREEN- Window 10 -Ultra Slim Laptop- B&O Dual Speaker- HP External DVD  - Free USB Light For Keyboard+ Mouse+32GB Flash,,
Hp,Hp Stream 14,"₦ 164,999","₦ 190,000",13%,"Hp Stream 14 Celeron,4GBram/64GB SSD,Win 10+ 10000MAH POWERBANK",,
Hp,Hp 250 -,"₦ 245,000","₦ 255,000",4%,"Hp 250 - Intel Core I3 - 1TB / 8GB WIN10 + 10,000 MahPower Bank",,
1pcs,1pcs USB Male,₦ 710,"₦ 2,130",67%,1pcs USB Male To Dual PS2 Female Adapter Converter Use For Keyboard Connector,,
DELL,"DELL Inspiron 15-3593,15.6""","₦ 440,000",,,"DELL Inspiron 15-3593,15.6"" 10th Gen Core I7-1065G7,512gb SSD 16gb RAM,Touch,Win 10 + PRINTER",,
Hp,Hp Pavilion 14,"₦ 410,000",,,Hp Pavilion 14 X360 - Core I5 - 16GB RAM -1TB HDD -2GB -Nvidia Win 10 Silver,,
Hp,Hp 15 Intel,"₦ 280,000",,,"Hp 15 Intel Corei3 2.2GHZ(1tb HDD, 8GB RAM)""15.6""Touchscreen Windows10+32GB Flash Drive, Mouse Black",,
Hp,Hp Stream 11,"₦ 137,000","₦ 146,500",6%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
Hp,Hp Notebook 15-bs506na,"₦ 195,000",,,"Hp Notebook 15-bs506na 15.6"" Intel® Celeron® N3060 (1.6 GHz) 4GB RAM 1TB HDD NO DVD Windows 10+ 32gb OTG Flash",,
Hp,Hp 15 Intel,"₦ 195,000",,,Hp 15 Intel Pentium  Dual Core (500GB HDD 4GB RAM) Wins,,
Hp,Hp 250 G7,"₦ 232,000","₦ 246,000",6%,"Hp 250 G7 Intel Core I3(4GB,1TB HDD)Free Led Lamp Wins 10",,
Hp,Hp ELITEBOOK X36O0,"₦ 623,500",,,Hp ELITEBOOK X36O0 1030 G2 CI7 8GB 512SSD WIN 10 FINGER PRINT,,
Hp,Hp Pavilion 15,"₦ 359,000",,,"Hp Pavilion 15  Ci5-1035g1, 8gb, 1tb, 15"" SCRN, Win 10 Home- Warm Gold Backlit Keyboard",,
DELL,"DELL G3 :3500,15""","₦ 430,000",,,"DELL G3 :3500,15"" 10TH GEN CORE I5,512GB SSD 8GB RAM,4GB NVIDIA, BACKLIT KEYBOARD WIN 10",,
Tectores,Tectores Laptop 15.6,"₦ 140,419","₦ 280,839",50%,Tectores Laptop 15.6 1080P FHD Windows 10 Quad Core 8GB RAM 128GB SSD Notebook,,
Hp,"Hp 15 Touch,Intel","₦ 254,000",,,"Hp 15 Touch,Intel Pentium 1TB HDD,4GB RAM WIN10 Touch Screen + 32GB Flash Drive",,
Hp,Hp 24F0318NH ALL-IN-ONE,"₦ 443,850","₦ 478,500",7%,Hp 24F0318NH ALL-IN-ONE Ci5-9400t 8gb 1tb 24 Led Scrn 8UF24EA,,
Hp,Hp Pavilion 14,"₦ 315,000","₦ 320,000",2%,"Hp Pavilion 14 8th Gen 2 In 1 Intel Core I3 2.2 UpTo 3.4Ghz (1TB, 4GB HDD) Wins 10",,
Hp,Hp Notebook 15,"₦ 215,000","₦ 230,000",7%,"Hp Notebook 15 Intel Core I3 (4GB RAM, 500GB HDD  BAG- 32GB Flash+ Mouse- USB Light For Keyboard)15.6-Inch Windows 10 Black",,
Hp,Hp Notebook 15,"₦ 223,000","₦ 225,000",1%,Hp Notebook 15 Intel Pentium 8GB RAM 500GB HDD Windows 10+MOUSE,,
Hp,Hp PAVILION X360,"₦ 300,000",,,Hp PAVILION X360 14-DH1056NIA CORE I3-10110U  8GB 1TB TOUCH,,
Hp,Hp Notebook -,"₦ 223,000","₦ 230,000",3%,"Hp Notebook - 15-bs061nia - Intel® Core™ I3 (2 GHz, 3 MB Cache, 2 Cores),32GB Flash,Mouse, 15.6"" Diagonal HD Display, 4GB SDRAM, Intel® HD Graphics 520, 1TB",,
Hp,Hp 15 Notebook,"₦ 202,000",,,Hp 15 Notebook - Intel Pentium Dual Core - 1TB HDD - 4GB RAM - Windows 10 Home + 8GB Flash - RED,,
Hp,Hp Stream 11,"₦ 125,000",,,Hp Stream 11 Intel Celeron D/C  4GB RAM- 64GB HDD WIN 10+ BAG,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp Pavilion 15,"₦ 235,000",,,"Hp Pavilion 15 Intel Pentium Dual Core 2.1Ghz (4GB RAM, 1TB HDD) 15.6-Inch Windows 10 Laptop + 32GB Flash",,
Hp,Hp 15 Intel,"₦ 285,000","₦ 300,000",5%,"Hp 15 Intel Core I3 Touch 16GB RAM, 256 SSD-Windows 10+MOUSE",,
DELL,DELL G5 15,"₦ 550,000",,,DELL G5 15 5500 CORE I7- 10750H 256GB SSD 8GB RAM 4GB NVIDIA WIN 10 + 3IN1 PRINTER,,
Hp,Hp Stream 14,"₦ 140,000",,,Hp Stream 14 Intel AMD Q/C 32GB HDD- 4GB RAM WIN 10+ 32GB Flash,,
Hp,Hp 15 DA221,"₦ 419,000",,,Hp 15 DA221 C17 1TB 8GB 4GB NVIDIA WIN 10,,
Hp,Hp Notebook 15,"₦ 243,000",,,"Hp Notebook 15 Intel Core I3 (12GB RAM, 1TB HDD)-Windows 10",,
Hp,Hp 250 G7,"₦ 243,000","₦ 245,000",1%,"Hp 250 G7 Intel Core I3(12GB RAM,1TB HDD) Wins 10Pro Free Mouse",,
Hp,Hp Pavilion 14,"₦ 318,000","₦ 330,000",4%,"Hp Pavilion 14 X360 Intel Core I3 2.2 UpTo 4.0Ghz (1TB, 4GB HDD) Wins 10+ Headfone",,
USB,USB Flash Drive,"₦ 2,070","₦ 2,898",29%,USB Flash Drive 8G/16G/32G/64G/128G CITI91 Bank Card Model Memory Stick,,
Hp,Hp Notebook Intel,"₦ 340,000",,,Hp Notebook Intel Core I5 -10210U Touchscreen -10th Gen - 8GB RAM -1TB HDD -Win 10 +,,
USB,USB Flash Drive,"₦ 2,180","₦ 3,052",29%,USB Flash Drive 8G/16G/32G/64G/128G CITI91 Bank Card Model Memory Stick,,
Hp,Hp Notebook 15,"₦ 290,000",,,Hp Notebook 15 Intel Core I3 Laptop 15.6 Inch 16GB RAM 1TB HDD,,
Hp,Hp Pavilion 15,"₦ 345,000",,,"Hp Pavilion 15 Intel Core I5 2.5GHz (8GB RAM, 1TB HDD) 15-Inch Windows 10 Laptop - White +32G Flash + USB Lamp",,
Hp,Hp Notebook 15,"₦ 250,000","₦ 270,000",7%,"Hp Notebook 15 Intel Core I3 2.4Ghz- 2TB HDD- 8GB RAM+ 32GB Flash, Mouse, USB Light For Keyboard 15 Inch DVD+RW Win 10",,
Hp,Hp Notebook-15-Touchscreen PC,"₦ 330,000",,,"Hp Notebook-15-Touchscreen PC 10th Gen Intel® Core™ I5-10210U,8GB RAM, 2TB HDD, Win 10",,
Hp,Hp Pavilion 15,"₦ 355,000",,,Hp Pavilion 15 Intel Core I5 1TB HDD 12GB RAM- Backlit Key - 2.5GHz - Up To 3.1GHz -Win- 10-Touch Screen+ 32GB FLASH DRIVE,,
Lenovo,Lenovo IdeaPad 3,"₦ 184,000",,,"Lenovo IdeaPad 3 (128GB SSD, Intel Pentium Gold, 4GB) WIns 10 In S Mode 14""",,
Hp,Hp Notebook 15,"₦ 225,000",,,"Hp Notebook 15 Intel Pentium Silver 8GB RAM,1 TB HDD Windows 10",,
Hp,Hp Pavilion 15-cc123cl-Intel,"₦ 355,000",,,"Hp Pavilion 15-cc123cl-Intel Core I5, +32GB OTG Flash- 1TB HDD 12GB RAM, Backlit Keyboard - B&O Speaker Windows 10",,
Lenovo,Lenovo IdeaPad 3,"₦ 185,000",,,"Lenovo IdeaPad 3 14IML05 Intel Pentium Gold, 4GB,128GB SSD) WIns 10 In S Mode",,
DELL,DELL Latitude 5500,"₦ 480,000",,,"DELL Latitude 5500 Intel Core I7 512GB/ 16gb Ram ""15"" Win10Pro -BLACK",,
Hp,Hp STREAM 11,"₦ 143,000","₦ 188,000",24%,Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,,
Hp,Hp 15-dw1081wm Intel,"₦ 207,000","₦ 250,000",17%,"Hp 15-dw1081wm Intel Pentium Gold 2.4ghz (4GB,500 HDD) Wins 10",,
DELL,"DELL G3 :3500,15""","₦ 450,000",,,"DELL G3 :3500,15"" 10TH GEN CORE I5,512GB SSD 16GB RAM,4GB NVIDIA, BACKLIT KEYBOARD WIN 10",,
Lenovo,Lenovo Ideapad Intel,"₦ 198,990","₦ 219,990",10%,"Lenovo Ideapad Intel Core I3 1TB, 4GB Windows 10 + 32gb Flash",,
