Brand,Laptop Model,Current Prices,Old Price,Discounts,description,Ratings,Stars
Hp,Hp PAVILION ,"₦ 452,220",,,"Hp PAVILION  X360 14T DH100,Core I7,8gb,1tb,14.0,Windows 10",,
DELL,DELL Inspiron 15-Intel,"₦ 225,000",,,DELL Inspiron 15-Intel Core I3-1005G1 15.6''1TB/4GB RAM Win10,,
DELL,DELL XPS 13,"₦ 650,000","₦ 670,000",3%,DELL XPS 13 7390 10TH GEN CORE I7 512GB 8GB 13’’,,
Hp,Hp Notebook 15,"₦ 255,000",,,"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10",,
Professional,Professional 10 Inch,"₦ 43,400","₦ 130,200",67%,Professional 10 Inch Tablet PC 1GB RAM 16GB ROM For Android 8.0 WiFi,,
Hp,Hp SPECTRE X360,"₦ 950,000",,,"Hp SPECTRE X360 15T,11TH GEN CORE I7,1TB SSD+32GB OPTANE,16GB RAM,4K DISPLAY,TOUCH,BACKLIT,WIN 10 PRO",,
Hp,Hp Pavilion15 10th,"₦ 286,000",,,"Hp Pavilion15 10th Gen,Core I3, 8gb,1tb,Backlit Keyboard,Win 10",,
DELL,DELL Vostro 14,"₦ 230,000","₦ 250,000",8%,DELL Vostro 14  Intel Core I3(1TB HDD 8GB RAM)Windows 10 +Free Mouse,,
Hp,Hp PROBOOK 440,"₦ 456,880",,,Hp PROBOOK 440 G7 CORE I7 8GB 1TB 10TH GEN WIN 1O PRO,,
Hp,Hp 15 Intel,"₦ 270,000",,,"Hp 15 Intel Corei3 2.2GHZ 1TB HDD, 4GB RAM Touchscreen""15.6""Screen+32 Flast Drive Mouse",,
Hp,Hp Stream 11,"₦ 137,000","₦ 146,500",6%,Hp Stream 11 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
Lenovo,Lenovo Ideapad ,"₦ 172,000",,,Lenovo Ideapad  Intel Celeron 1TB HDD 4GB RAM Win 10+ 32GB Flash,,
Lenovo,Lenovo IDEAPAD 720S-131KB,"₦ 305,000",,,Lenovo IDEAPAD 720S-131KB 13.3INCH 256GB 8GB CORE I5 8250U WINDOWS 10 GREY,,
Hp,Hp Stream 11,"₦ 145,000","₦ 167,000",13%,Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc Wins10 + LED LIGHT,,
Hp,Hp 15 Intel,"₦ 230,000","₦ 250,000",8%,"Hp 15 Intel Core I3 2.0 GHZ 500GB HDD, 4GB RAM, Bluetooth® 4.0, Webcam, DTS Studio Sound™ Windows 10+FREE 32GB FLASH Drive",1,4
Compact,Compact Flash CF,₦ 920,"₦ 2,760",67%,Compact Flash CF To 3.5 Female 40 Pin IDE Bootable Adapter Converter Card,,
DELL,DELL Inspiron15 3593-Core,"₦ 420,000",,,"DELL Inspiron15 3593-Core I7-512gb, 12gb RAM, Touchscreen Win 10",,
Hp,Hp Pavilion 14,"₦ 355,000","₦ 360,000",1%,"Hp Pavilion 14 10th Gen Ci5-1035G1,1TB, 8GB, Backlit Keyboard Wins 10 +free Mouse",,
Hp,Hp Notebook 15,"₦ 243,000",,,"Hp Notebook 15 Intel Core I3 (12GB RAM, 1TB HDD-WIN 10 10TH GEN",,
Hp,Hp STREAM 11,"₦ 137,000","₦ 188,000",27%,Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH,,
Hp,Hp ENVY 17,"₦ 630,000","₦ 650,500",3%,Hp ENVY 17 8th Gen 8550u Intel Core I7 1.8GHz UpTo 4.0Ghz 16GB/1TB HDD (4gb Nvidia Graphics) 17.3Inch Wins10 Touchscreen Silver,,
DELL,DELL XPS 13-7390,"₦ 600,000",,,"DELL XPS 13-7390 2-IN-1,10TH GEN CORE I5-1035G1,256gbSSD 8gbRAM,13"" FHD TOUCH,BACKLIT,FP READER,WIN 10 + PRINTER",,
DELL,DELL Inspirion 14,"₦ 425,000","₦ 450,000",6%,DELL Inspirion 14 3476 8TH GEN Intel Core I7-8550U 1.8 Upto 4.0ghz  1TB HDD 12GB Ram +2gb Graphics,,
Hp,"Hp SPECTRE15"" X360,10TH","₦ 835,000",,,"Hp SPECTRE15"" X360,10TH GEN ,CORE I7, 512SSD+32GB OPTANE/16GB RAM,2GB NPVIDIA,TOUCH,BACKLIT 4K DISPLAY,WIN10 +3in1 Printer",,
Hp,Hp OMEN X,"₦ 1,050,000",,,"Hp OMEN X 15-dg0001na CoreI7 (2.6GHz - 4.5 GHz) 512GB SSD 32GB RAM,8GB NVIDIA RTX 2070 +3IN1PRINTER",,
Hp,Hp 15 Intel,"₦ 205,000",,,Hp 15 Intel Pentium Dual Core (500GB HDD 8GB RAM) Wins 10,,
Hp,Hp 250 G5,"₦ 240,000","₦ 255,000",6%,"Hp 250 G5 Intel Core I3 (4GB RAM,1TB HDD+ 32GB Flash, Mouse, USB Light For Keyboard) Windows 10",,
DELL,"DELL Inspiron 15-3593,Core","₦ 440,000",,,"DELL Inspiron 15-3593,Core I7-1065G7,512gb SSD 16gb Ram, Touchscreen ,Win 10 + 3 IN 1 PRINTER",,
Hp,Hp 250G7 Intel,"₦ 232,000","₦ 240,000",3%,Hp 250G7 Intel Corei3 2.3Ghz 4GBRAM500HDD Windows 10+Free Mouse,1,1
DELL,DELL Latitude E5500,"₦ 380,000",,,"DELL Latitude E5500 I7 500gb Hdd, 8gb 15inch Win 10pro",,
Hp,Hp Notebook 15,"₦ 255,000","₦ 285,000",11%,"Hp Notebook 15 Intel Core I3 12GB RAM, 1TB HDD Windows 10 +Mouse",,
Hp,Hp 250 G6,"₦ 230,000","₦ 240,000",4%,"Hp 250 G6 Intel Core I3 2.0Ghz (4GB RAM,500GB HDD +free Bag) Wins 10 Laptop",,
Lenovo,Lenovo Ideapad Intel,"₦ 208,000",,,Lenovo Ideapad Intel Core I3 - 8GB RAM -1TB HDD WIN 10 + 32GB Flash,,
Hp,Hp Envy 13,"₦ 610,000","₦ 780,000",22%,"Hp Envy 13 Intel Core I7 (16GB,512GB SSD 2GBNVIDIA GRAPHICS )13.3-inch Wins 10",,
Hp,Hp 250 -,"₦ 235,000","₦ 247,000",5%,Hp 250 - Intel Core I3 - 1TB / 4GB Win 10 +10000mah Powerbank,,
Hp,Hp Pavilion 15-cc123cl-Intel,"₦ 345,000",,,"Hp Pavilion 15-cc123cl-Intel Core I5, +32GB OTG Flash- 1TB HDD 12GB RAM, Backlit Keyboard - B&O Speaker Windows 10+32GB FLASH",,
Lenovo,Lenovo ThinkPad T14,"₦ 630,000",,,"Lenovo ThinkPad T14 Gen1,10TH GEN CORE I7-10510U 16GB 512GB SSD 14"",BACKLIT KEYBOARD,FP READER,Win10 Pro",,
Hp,Hp STREAM 11,"₦ 136,999","₦ 188,000",27%,Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH,,
Hp,Hp 250 G6,"₦ 240,000","₦ 259,000",7%,"Hp 250 G6  Core I3 ,500GB HDD 8GB RAM 15.6-Inch Win 10 + Mouse",,
Hp,Hp Pavilion 15,"₦ 296,000","₦ 345,000",14%,"Hp Pavilion 15 10th Generation Intel Core I3 (8GB,1TB HDD) 15.6-Inch Backlit Keyboard Wins 10",,
Hp,Hp PAVILION X360,"₦ 365,900",,,Hp PAVILION X360 14- CORE I5-10210U  8GB 1TB 14” TOUCH-ENABLED,,
Hp,Hp STREAM 11,"₦ 136,999","₦ 188,000",27%,Hp STREAM 11 INTEL CELERON® 4GB RAM 32GB EMMC WIN 10+32GB FLASH,,
Hp,Hp Pavilion 15,"₦ 430,000","₦ 450,000",4%,"Hp Pavilion 15 Intel Core I7 (16GB RAM, 512 SSD)-Windows 10",,
Hp,Hp SPECTRE 15-EB0043DX,"₦ 810,000",,,"Hp SPECTRE 15-EB0043DX X360;Core I7-10TH Gen,16gb RAM,512SSD+32GB Optane,2GB Nvidia,TOUCH,Win 10",,
Hp,Hp 15 Intel,"₦ 200,000",,,"Hp 15 Intel Celeron""15.6""( 1TB HDD, 4GB RAM)Windows10+32GB Flash Drive Back Mouse",,
Hp,Hp 250 Intel,"₦ 234,000","₦ 258,000",9%,"Hp 250 Intel Core I3, 1TB HDD, 4gb Ram, BT, Plus Mouse,Win 10.",,
Hp,Hp STREAM 11,"₦ 135,000",,,Hp STREAM 11 INTEL® CELERON® 4GB RAM 32GB EMMC WIN 10+USB LIGHT,,
Hp,Hp 15 Intel,"₦ 232,000","₦ 235,000",1%,"Hp 15 Intel Core I3-2.0Ghz (4GB,1TB HDD +32 Flash And Mouse) Wins 10 Laptop BLACK",1,4
DELL,DELL G3 GAMING,"₦ 591,250",,,DELL G3 GAMING CORE I7-10750H 512SSD 16GB 4GB NVIDIA WIN10,,
DELL,DELL Inspiron 15,"₦ 415,000",,,"DELL Inspiron 15 10th Gen Intel Core I7 512GB SSD 12GB RAM 15.6"" Touchscreen Wins 10",,
Hp,Hp Notebook 15-da0336nia,"₦ 289,000","₦ 310,000",7%,Hp Notebook 15-da0336nia Intel Celeron 4GB 500GB FreeDos Laptop,,
Hp,Hp Notebook 15,"₦ 245,000","₦ 280,000",13%,"Hp Notebook 15 Intel Core I3 8GB RAM, 1TB HDD Windows 10 +Mouse",,
3D,3D Wireless Optical,"₦ 3,360","₦ 6,719",50%,3D Wireless Optical 2.4G Car Shaped Mouse Mice 1600DPI USB For Computer Green-,,
Hp,Hp 5 Intel,"₦ 240,000","₦ 255,000",6%,"Hp 5 Intel Core I3 (8GB RAM, 500GB HDD) 32GB Flash+Mouse+FashionWatch 15.6-Inch Windows 10 Black Colour",,
Lenovo,Lenovo INTEL® CELERON®,"₦ 172,999","₦ 198,000",13%,Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Hp,Hp 250 G5,"₦ 230,000","₦ 255,000",10%,"Hp 250 G5 Intel Core I3 (4GB RAM, 500GB HDD) 15.6-Inch Windows 10 LaptopBag +32GB Flash- Mouse- USB Light",,
DELL,DELL LATITUDE 5400,"₦ 405,000","₦ 420,000",4%,DELL LATITUDE 5400 (FLEX3) COREI5 500GB 8GB 14’’ TOUCH,,
Hp,Hp 250 G6,"₦ 370,000",,,Hp 250 G6 Intel Core I5 2.5Ghz 500GB HDD 4GB RAM 15 Inch DVD+RW Win10+ Anntivirus,,
Hp,Hp 250 G4,"₦ 230,000","₦ 255,000",10%,"Hp 250 G4 Intel Core I3 (4GB,500GB HDD) 15.6-Inch Windows 10 Laptop - Black",,
Hp,Hp 5 Intel,"₦ 248,800",,,"Hp 5 Intel Pentium 500 HDD, 4GB RAM WIN10 Touch Screen + 32GB Flash Drive",,
Lenovo,Lenovo IdeaPad S145,"₦ 180,000",,,Lenovo IdeaPad S145 IntelCeleron  1TB HDD 4GB RAM15.6″ HD Freedos,,
Hp,Hp Notebook 15,"₦ 255,000",,,"Hp Notebook 15 Intel Core I3-16GB RAM, 1TB HDD-WIN 10- 10TH GEN",,
DELL,DELL Inspiron 15,"₦ 415,000",,,DELL Inspiron 15 Touchscreen 10th Gen Intel Core I7 512GB SSD 12GB RAM Wins 10,,
Hp,"Hp 15-Intel Pentium,","₦ 240,000",,,"Hp 15-Intel Pentium, Quad Core 500GB HDD, 4GB RAM,TouchScreen,Windows 10 +32GB Flash,",,
Hp,Hp ENVY 13-X360,"₦ 558,500",,,"Hp ENVY 13-X360 CORE 17-1165G7, 11TH GEN 8GB 512SSD TOUCH,BACKLIT, FINGERPRINT",,
Hp,Hp 15 Intel,"₦ 190,000",,,"Hp 15 Intel Pentium Quad Core(500GB HDD,4GB RAM)+Bag For Keyboard -Wins 10",,
DELL,DELL Latitude 7410,"₦ 569,750",,,"DELL Latitude 7410 Intel Core I7 1.8GHz 16GB 256GB 14"" Win 10Pro",,
Hp,Hp Notebook 15,"₦ 255,000",,,"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10",,
Hp,Hp Notebook -,"₦ 223,000","₦ 230,000",3%,"Hp Notebook - 15-bs061nia - Intel® Core™ I3 (2 GHz, 3 MB Cache, 2 Cores),32GB Flash,Mouse, 15.6"" Diagonal HD Display, 4GB  SDRAM, Intel® HD Graphics 520, 1TB",,
Hp,Hp Notebook 15,"₦ 230,000","₦ 232,700",1%,"Hp Notebook 15 Intel Core I3 (4GB RAM, 500GB HDD  BAG- 32GB Flash+ Mouse- USB Light For Keyboard)15.6-Inch Windows 10 Black",,
DELL,DELL Inspiron 15-Intel,"₦ 225,000",,,DELL Inspiron 15-Intel Core I3-1005G1 15.6''1TB/4GB RAM Win10,,
Lenovo,"Lenovo IdeaPad 14""","₦ 188,000",,,"Lenovo IdeaPad 14"" (128GB SSD, Intel Pentium Gold, 4GB) WIns 10 In S Mode",,
Hp,Hp Stream 11,"₦ 135,989","₦ 140,000",3%,Hp Stream 11 Intel Atomx5 4gb Ram 32gb Emmc Wins10,,
Hp,Hp Spectre 13T-AW000,"₦ 739,000",,,"Hp Spectre 13T-AW000 X360 CORE I7 512GB SSD 16GB RAM ,TOUCHSCREEN, BACKLIT KEYBOARD STYLUS PEN Gem Cut",,
Hp,Hp 15-TOUCHSCREEN PC,"₦ 330,000",,,"Hp 15-TOUCHSCREEN PC 10th Gen Intel® Core™ I5-10210U, 12GB RAM, 1TB HDD, Win 10",,
Hp,Hp 250 G5,"₦ 230,000","₦ 255,000",10%,"Hp 250 G5 Intel Core I3 (4GB RAM, 500GB HDD) 15.6-Inch Windows 10 LaptopBag +32GB Flash- Mouse- USB Light",,
Hp,Hp Envy 17M-CG0013DX,"₦ 600,000",,,"Hp Envy 17M-CG0013DX Intel Core I7 TOUCHSCREEN FINGERPRINT,12GB RAM,512GB SSD+32GB OPTANE MEMORY,WIN 10,NVIDIA GEFORCE GRAPHICS",,
Hp,Hp Pavilion 14,"₦ 315,000","₦ 330,000",5%,"Hp Pavilion 14 X360 Intel Core I3 2.2 UpTo 3.4Ghz (1TB HDD, 4GB RAM +32gb Flash Drive)Wins 10",,
Hp,Hp Notebook 15,"₦ 215,000","₦ 230,000",7%,Hp Notebook 15 Intel Pentium 4GB RAM 500 HDD Win 10 + HP MOUSE,,
Hp,Hp 15-Intel Core,"₦ 389,000",,,Hp 15-Intel Core I7-1065G7 512GB SSD 8GB Touch Wins10 +freebag,,
Hp,Hp Stream 14-intel,"₦ 169,999",,,"Hp Stream 14-intel Celeron,4GB RAM 64GB SSD,Win 10+ USB LIGHT",,
DELL,DELL Latitude 7300:Core,"₦ 376,250",,,"DELL Latitude 7300:Core I5-8365U,256ssd/8gb,Backlit,Win10Pro",,
Hp,Hp 15 Intel,"₦ 220,000",,,"Hp 15 Intel Pentium Quad Core 500GB HDD,8GB RAM  WINDOWS 10",,
Hp,"Hp 340sG7, 10th","₦ 381,700",,,"Hp 340sG7, 10th Gen Intel Corei5, 512GB SSD, 8GB RAM, Bluetooth, Webcam, Windows10 Pro 2D222EA",,
Lenovo,Lenovo ThinkPad 14,"₦ 628,000",,,"Lenovo ThinkPad 14 , I7 ,16GB 512GB SSD ,BACKLIT ,FP READER,W10 Pro",,
TDXONE,TDXONE I8Max10.1-inch10 Core,"₦ 300,000",,,TDXONE I8Max10.1-inch10 Core (4G RAM-64G ROM) Ultra-Thin 2 In 1 Tablet/Laptop,,
Lenovo,Lenovo Thinkpad 11e,"₦ 200,000","₦ 220,000",9%,Lenovo Thinkpad 11e Intel Core I3 2.4Ghz 8GB 128GB Wins 10Pro Yellow&Black,,
Hp,Hp Pavilion X360,"₦ 395,000",,,"Hp Pavilion X360 15 Intel Core I5 Backlit Touchscreen (8GB RAM, 1TB HDD) 15.6-Inch Wins 10",,
Hp,Hp Pavilion 11,"₦ 240,000",,,"Hp Pavilion 11 X360 Intel Pentium ( 4GB,128GB SSD)Windows 10",,
Hp,Hp Pavilion 14,"₦ 455,000",,,"Hp Pavilion 14 10th Gen Intel Core I7,1TB,8GB,Backlit Keyboard, 4GB Nvidia Graphics Wins 10",,
DELL,DELL LATITUDE E7390,"₦ 410,500",,,"DELL LATITUDE E7390 8Th Gen Corei5,1.6GHz,256GB SSD,8GB ,Win10pro",,
Hp,Hp 15 Intel,"₦ 278,000",,,"Hp 15 Intel Corei3 2.2GHZ 1TB HDD, 8GB RAM Touchscreen""15.6""Screen+32 Flast Drive Mouse",,
Lenovo,Lenovo Ideapad 15IBR,"₦ 230,000",,,"Lenovo Ideapad 15IBR  Intel Corei3, 2.3ghz,1TB HDD,4GB RAM,Webcam Bluetooth+32gb Flash Drive, Mouse",,
Hp,Hp STREAM 11,"₦ 137,000","₦ 188,000",27%,Hp STREAM 11 CELERON® 4GB RAM 32GB WIN 10+10000mah PowerBank,,
Hp,Hp Stream 14,"₦ 140,000",,,Hp Stream 14 Intel Celeron D/C  4GB RAM- 32GB HDD WIN 10+ BAG,,
Hp,Hp Laptop Intel,"₦ 320,000","₦ 350,000",9%,"Hp Laptop Intel Core I5 -Touch-10th Gen- 8GB RAM,1TB HDD-Win 10",,
Hp,Hp 240 G7,"₦ 255,000",,,"Hp 240 G7 CORE I3 8TH GEN 1TB 12GB 14"" NO DVD WIN 10 + Earbud",,
Lenovo,Lenovo THINKPAD T490S,"₦ 665,000",,,"Lenovo THINKPAD T490S 8TH GEN Core I7 1TB SSD 8GB RAM WIN10,BACKLIT,TOUCH +3 In 1 Printer",,
Hp,Hp Notebook 15,"₦ 205,000",,,Hp Notebook 15 - AMD RYZEN™ (4GB RAM 1TB HDD-WIN 10+ 32GB Flash,,
Hp,Hp 15 Intel,"₦ 268,500",,,"Hp 15 Intel Corei3( 1tb HDD, 4GB RAM,) Touchscreen Windows 10 +32GB Flash Drive And Mouse Back",,
Hp,Hp Envy 15,"₦ 559,000",,,Hp Envy 15 X360 CORE I7-10510U 256GB SSD 16GB Win10,,
DELL,DELL Vostro 3401(10th,"₦ 216,000","₦ 260,000",17%,"DELL Vostro 3401(10th Gen Intel Core I3,1TB HDD 4GB RAM Win10 14""",,
Hp,Hp ENVY 17,"₦ 775,000",,,"Hp ENVY 17 Intel Core I7 (16GB RAM,  1TB HDD)Touchscreen,+32GB",,
Hp,Hp Notebook 15,"₦ 234,000","₦ 241,000",3%,"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD) 32GB Flash+Mouse+USB Light For Keyboard 15.6-Inch Windows 10 Black Colour",,
Hp,Hp Pavilion X360,"₦ 365,000","₦ 395,000",8%,"Hp Pavilion X360 15 Intel Core I5 Backlit Touchscreen (8GB RAM, 1TB HDD) 15.6-Inch Wins 10",,
Hp,Hp Notebook 15,"₦ 234,000","₦ 240,000",3%,"Hp Notebook 15 Intel Core I3 (8GB RAM, 1TB HDD) 32GB Flash+Mouse+USB Light For Keyboard 15.6-Inch Windows 10 Black Colour",,
Hp,Hp 15 Intel,"₦ 232,700","₦ 245,000",5%,"Hp 15 Intel Core I3 (4GB,1TB HDD +free Mouse) Windows 10 Laptop",,
Hp,Hp Pavilion 15,"₦ 345,000",,,"Hp Pavilion 15 Intel Core I5 2.5GHz (8GB RAM, 1TB HDD) 15-Inch Windows 10 Laptop + 16Gb Flash Drive - Silver",,
Hp,Hp Pavilion 15,"₦ 346,000",,,Hp Pavilion 15 - Intel Core I5 - 1TB HDD - 8GB RAM - TOUCHSCREEN- Window 10 -Ultra Slim Laptop- B&O Dual Speaker- HP External DVD - Free USB Light For Keyboard+ Mouse+32GB Flash,,
Hp,Hp ENVY 13-X360,"₦ 660,000",,,"Hp ENVY 13-X360 CORE I7-1165G7,11TH GEN 8GB RAM 1TB SSD TOUCH,BACKLIT,FINGERPRINT,WIN 10",,
Hp,Hp Stream 11,"₦ 145,000",,,Hp Stream 11 Intel Celeron 4GB RAM- 32GB HDD WIN 10+Mouse,,
Hp,Hp Notebook 15,"₦ 225,500",,,"Hp Notebook 15 Intel Corei3 1TB HDD, 4GB RAM  With Free Wireless Mouse& Usb Light",,
Lenovo,Lenovo Ideapad 330,"₦ 170,000",,,Lenovo Ideapad 330 Intel Celeron 4GB/500GB HDD 15.6 LED DVD Win 10,,
Hp,Hp 15-dw2072cl Intel,"₦ 460,500",,,Hp 15-dw2072cl Intel Core I7 8gb/512ssd Touchscreen,,
Lenovo,Lenovo INTEL® CELERON®,"₦ 177,899","₦ 198,000",10%,Lenovo INTEL® CELERON® Lenovo 4GB RAM DDR4-1TB HDD WIN 10+USB LIGHT,,
Lenovo,Lenovo IDEAPAD V14,"₦ 216,000",,,Lenovo IDEAPAD V14  CORE I3 10TH GEN 14''  4GB RAM/ 1TB HDD WIN 10,,
Hp,Hp 15 Intel,"₦ 229,500","₦ 250,000",8%,"Hp 15 Intel Core I3 2.0 GHZ 500GB HDD, 4GB RAM, Bluetooth® 4.0, Webcam, DTS Studio Sound™, Dual Speakers, Freedos +FREE 32GB FLASH Drive",1,5
Hp,Hp Notebook 15,"₦ 212,000",,,Hp Notebook 15 - AMD RYZEN™ (8GB RAM 1TB HDD-WIN 10+ 32GB Flash,,
Hp,"Hp 15 Touch,Intel","₦ 248,000",,,"Hp 15 Touch,Intel Pentium 1TB HDD,4GB RAM WIN10 Touch Screen + 32GB Flash Drive",,
Hp,Hp Notebook 15,"₦ 212,000",,,Hp Notebook 15 - AMD RYZEN™ (8GB RAM 1TB HDD-WIN 10+ 32GB Flash,,
DELL,DELL Inspiron 15,"₦ 415,000",,,"DELL Inspiron 15 10th Gen Intel Core I5 512GB SSD 12GB RAM 15.6"" Touch Wins 10",,
Hp,"Hp 250 G7,","₦ 238,000",,,"Hp 250 G7, Intel Core I3, 1TB Hdd, 8GB Ram, Win 10, Plus Bag-",,
Hp,"Hp Notebook-15""Intel Core","₦ 350,000",,,"Hp Notebook-15""Intel Core I5 -10210U Touchscreen -10th Gen - 8GB RAM - 1TB HDD - Win10",,
DELL,"DELL G3 MODEL:3500,15""","₦ 450,000",,,"DELL G3 MODEL:3500,15"" 10TH GEN CORE I5,512gbSSD 8gbRAM,4GB NVIDIA,K/BOARD LIGHT,WIN 10 + PRINTER",,
DELL,DELL Latitude 7390,"₦ 589,000",,,"DELL Latitude 7390  I7 16GB, 512gb 13.3-inch Screen, Win 10 Pro",,
Hp,Hp Pavilion 15,"₦ 365,000","₦ 395,000",8%,"Hp Pavilion 15 X360 Intel Core I5 1.6 UpTo 3.4Ghz (8GB RAM,1TB HDD)Wins 10 +Headfone",,
Hp,Hp OMEN X,"₦ 1,200,000",,,"Hp OMEN X 15-dg0001na Core™ I7-9750H (2.6GHz Up To 4.5 GHz) 512GB SSD 32GB RAM,8GB NVIDIA RTX 2070",,
DELL,DELL Latitude 5310,"₦ 390,000",,,DELL Latitude 5310 Core I5 10th Gen 256SSD 8GB Win10 Pro,,
Hp,Hp Notebook 15,"₦ 250,000","₦ 270,000",7%,"Hp Notebook 15 Intel Core I3 2.4Ghz- 2TB HDD- 8GB RAM+ 32GB Flash, Mouse, USB Light For Keyboard 15 Inch DVD+RW Win 10",,
Hp,Hp Intel Core,"₦ 330,000","₦ 350,000",6%,Hp Intel Core I5 -1 Touch-10th Gen -8GB RAM - 2TB HDD - Win 10,,
Hp,Hp Pavilion 11,"₦ 245,000",,,"Hp Pavilion 11 X360 Intel Pentium ( 4GB,128GB SSD)Windows 10",,
10.1inch,10.1inch Detachable 2GB+32GB,"₦ 76,999","₦ 95,000",19%,10.1inch Detachable 2GB+32GB Android Laptop Pc Touch Screen,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
Lenovo,Lenovo Ideapad 8th,"₦ 216,000",,,Lenovo Ideapad 8th Gen(8GB Ram/1TB Hdd) Intel Core I3 Wins 10+ Free Bag,,
Hp,Hp ENVY X360,"₦ 414,000","₦ 424,000",2%,Hp ENVY X360 15 Touchscreen Intel Core I7 8GB RAM 512GB SSD Windows 10,,
Hp,Hp Envy X360,"₦ 490,000","₦ 509,000",4%,"Hp Envy X360 2-in-1 Laptop 13.3"" Touch Display Intel Core I7 11 GEN 8GB RAM 512GB SSD Windows 10",,
Hp,Hp Pavilion 15,"₦ 374,000",,,Hp Pavilion 15  11th Gen Core I5 12GB 512GB SSD  Keyboard Light,,
Hp,Hp 14 10th,"₦ 245,000",,,"Hp 14 10th Gen Intel® Core™ I3 8GB RAM 1TB HDD 14"" Win 10",,
Hp,Hp Stream 11,"₦ 105,000","₦ 120,000",13%,Hp Stream 11 Intel Celeron 2GB RAM- 32GB HDD WIN 10+ 32GB FLASH,,
DELL,DELL Vostro 3401,"₦ 250,000",,,DELL Vostro 3401 14'' FHD(10th Gen Core I3 12GB RAM  1TB / Win 10 Pro,,
Hp,"Hp 250 G7,","₦ 238,000",,,"Hp 250 G7, Intel Core I3, 1TB Hdd, 8GB Ram, Win 10, Plus Bag-",,
DELL,DELL Inspiron 15,"₦ 440,000",,,DELL Inspiron 15  3593 15.6'' Full HD Touchscreen Intel Core I7-16GB RAM 512GB + 3 IN 1 PRINTER,,
Hp,Hp Notebook 15,"₦ 243,000","₦ 245,000",1%,Hp Notebook 15 Intel Core I3 Laptop 15.6 Inch 12GB RAM 1TB HDD- BAG,,
Hp,Hp 15 Intel,"₦ 240,000","₦ 255,000",6%,"Hp 15 Intel Core I3 8GB RAM, 1TB HDD Windows 10 + HP MOUSE",,
Hp,Hp 15-dw1083wm Intel,"₦ 213,000","₦ 220,000",3%,"Hp 15-dw1083wm Intel Pentium Gold Core 2.4ghz (4GB,128 SSD) Windows 10",,
Asus,Asus G703GS-E5001R Intel,"₦ 1,290,000",,,"Asus G703GS-E5001R Intel I7,512GB+1TB SSHD 32gb,Nvidia 8GB,""17,Win10Pro",,
DELL,DELL XPS 13-7390,"₦ 580,000",,,"DELL XPS 13-7390 2-IN-1,10TH GEN CORE I5,256SSD 8GB,13"" FHD TOUCH,BACKLIT WIN10",,
Usb,Usb C Hub,"₦ 7,420","₦ 10,308",28%,Usb C Hub Adapter With USB-C Type C Pd Charging 4k Hdmi Usb 3.0 3.5mm Headphones Extend Dock Hub Docking Station Gray,,
Hp,Hp Notebook 15,"₦ 212,000",,,Hp Notebook 15 - AMD RYZEN™ (8GB RAM 1TB HDD-WIN 10+ 32GB Flash,,
Hp,Hp Pavilion X360,"₦ 360,000","₦ 385,000",6%,"Hp Pavilion X360 15 Intel Core I5 TOUCH (8GB RAM, 1TB HDD) 15.6-Inch Wins 10",,
Hp,Hp Notebook 15,"₦ 255,000",,,"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10",,
Hp,Hp Notebook 15,"₦ 255,000",,,"Hp Notebook 15 Intel Core I3 (16GB RAM, 1TB HDD)-Windows 10",,
Hp,Hp 14 -,"₦ 318,999",,,Hp 14 - CORE I5-1035G1- 8GB - 1TB - 14''- Win 10 - Pale Gold,,
Lenovo,Lenovo Ideapad V130-15IKB,"₦ 250,000",,,Lenovo Ideapad V130-15IKB Intel Core I3,,
Hp,Hp Notebook 15,"₦ 235,500",,,"Hp Notebook 15 Intel Core I3-12GB RAM, 1TB HDD-WIN 10 +Bag",,
Hp,Hp 240 G7,"₦ 280,000",,,Hp 240 G7 14-inches Laptop Core I3-1005G1 4GB RAM 1TB HDD Freedos  1L3L4EA,,
Hp,Hp Pavilion 14,"₦ 300,000",,,Hp Pavilion 14 X360 10th Gen Core I3 (1TB 8GB) Win10 Mouse,,
